producer_id,producer_code,producer_name,commission_rate,producer_type,state_code,producer_status,created_date
320,PRD000320,First Assurance,14.12,INDIVIDUAL,WB,TERMINATED,2021-11-17
321,PRD000321,Prime Services,13.31,AGENCY,TN,ACTIVE,2021-11-18
322,PRD000322,Secure Services,14.7,BROKER,KA,INACTIVE,2021-11-19
323,PRD000323,Elite Services,12.63,AGENT,MH,SUSPENDED,2021-11-20
324,PRD000324,Trusted Services,13.52,INDIVIDUAL,AP,TERMINATED,2021-11-21
325,PRD000325,Global Services,2.81,AGENCY,TS,ACTIVE,2021-11-22
326,PRD000326,Royal Services,11.71,BROKER,KL,INACTIVE,2021-11-23
327,PRD000327,United Services,6.65,AGENT,DL,SUSPENDED,2021-11-24
328,PRD000328,Pioneer Services,14.14,INDIVIDUAL,GJ,TERMINATED,2021-11-25
329,PRD000329,Smart Services,12.53,AGENCY,RJ,ACTIVE,2021-11-26
330,PRD000330,Apex Services,13.3,BROKER,WB,INACTIVE,2021-11-27
331,PRD000331,Blue Services,12.63,AGENT,TN,SUSPENDED,2021-11-28
332,PRD000332,Golden Services,5.84,INDIVIDUAL,KA,TERMINATED,2021-11-29
333,PRD000333,Future Services,12.34,AGENCY,MH,ACTIVE,2021-11-30
334,PRD000334,Vertex Services,3.85,BROKER,AP,INACTIVE,2021-12-01
335,PRD000335,Summit Services,13.4,AGENT,TS,SUSPENDED,2021-12-02
336,PRD000336,Shield Services,13.23,INDIVIDUAL,KL,TERMINATED,2021-12-03
337,PRD000337,Crystal Services,5.28,AGENCY,DL,ACTIVE,2021-12-04
338,PRD000338,Infinity Services,12.71,BROKER,GJ,INACTIVE,2021-12-05
339,PRD000339,Vision Services,8.25,AGENT,RJ,SUSPENDED,2021-12-06
340,PRD000340,First Services,6.31,INDIVIDUAL,WB,TERMINATED,2021-12-07
341,PRD000341,Prime Partners,12.44,AGENCY,TN,ACTIVE,2021-12-08
342,PRD000342,Secure Partners,5.34,BROKER,KA,INACTIVE,2021-12-09
343,PRD000343,Elite Partners,2.8,AGENT,MH,SUSPENDED,2021-12-10
344,PRD000344,Trusted Partners,4.91,INDIVIDUAL,AP,TERMINATED,2021-12-11
345,PRD000345,Global Partners,6.6,AGENCY,TS,ACTIVE,2021-12-12
346,PRD000346,Royal Partners,13.3,BROKER,KL,INACTIVE,2021-12-13
347,PRD000347,United Partners,14.59,AGENT,DL,SUSPENDED,2021-12-14
348,PRD000348,Pioneer Partners,5.99,INDIVIDUAL,GJ,TERMINATED,2021-12-15
349,PRD000349,Smart Partners,10.52,AGENCY,RJ,ACTIVE,2021-12-16
350,PRD000350,Apex Partners,7.5,BROKER,WB,INACTIVE,2021-12-17
351,PRD000351,Blue Partners,14.76,AGENT,TN,SUSPENDED,2021-12-18
352,PRD000352,Golden Partners,9.2,INDIVIDUAL,KA,TERMINATED,2021-12-19
353,PRD000353,Future Partners,14.24,AGENCY,MH,ACTIVE,2021-12-20
354,PRD000354,Vertex Partners,3.94,BROKER,AP,INACTIVE,2021-12-21
355,PRD000355,Summit Partners,14.63,AGENT,TS,SUSPENDED,2021-12-22
356,PRD000356,Shield Partners,4.73,INDIVIDUAL,KL,TERMINATED,2021-12-23
357,PRD000357,Crystal Partners,14.53,AGENCY,DL,ACTIVE,2021-12-24
358,PRD000358,Infinity Partners,5.82,BROKER,GJ,INACTIVE,2021-12-25
359,PRD000359,Vision Partners,3.86,AGENT,RJ,SUSPENDED,2021-12-26
360,PRD000360,First Partners,7.93,INDIVIDUAL,WB,TERMINATED,2021-12-27
361,PRD000361,Prime Solutions,11.61,AGENCY,TN,ACTIVE,2021-12-28
362,PRD000362,Secure Solutions,6.42,BROKER,KA,INACTIVE,2021-12-29
363,PRD000363,Elite Solutions,10.08,AGENT,MH,SUSPENDED,2021-12-30
364,PRD000364,Trusted Solutions,8.89,INDIVIDUAL,AP,TERMINATED,2021-12-31
365,PRD000365,Global Solutions,7.31,AGENCY,TS,ACTIVE,2022-01-01
366,PRD000366,Royal Solutions,9.71,BROKER,KL,INACTIVE,2022-01-02
367,PRD000367,United Solutions,5.68,AGENT,DL,SUSPENDED,2022-01-03
368,PRD000368,Pioneer Solutions,11.36,INDIVIDUAL,GJ,TERMINATED,2022-01-04
369,PRD000369,Smart Solutions,2.52,AGENCY,RJ,ACTIVE,2022-01-05
370,PRD000370,Apex Solutions,14.07,BROKER,WB,INACTIVE,2022-01-06
371,PRD000371,Blue Solutions,9.23,AGENT,TN,SUSPENDED,2022-01-07
372,PRD000372,Golden Solutions,11.49,INDIVIDUAL,KA,TERMINATED,2022-01-08
373,PRD000373,Future Solutions,11.77,AGENCY,MH,ACTIVE,2022-01-09
374,PRD000374,Vertex Solutions,10.88,BROKER,AP,INACTIVE,2022-01-10
375,PRD000375,Summit Solutions,7.05,AGENT,TS,SUSPENDED,2022-01-11
376,PRD000376,Shield Solutions,3.37,INDIVIDUAL,KL,TERMINATED,2022-01-12
377,PRD000377,Crystal Solutions,10.8,AGENCY,DL,ACTIVE,2022-01-13
378,PRD000378,Infinity Solutions,6.63,BROKER,GJ,INACTIVE,2022-01-14
379,PRD000379,Vision Solutions,6.42,AGENT,RJ,SUSPENDED,2022-01-15
380,PRD000380,First Solutions,13.1,INDIVIDUAL,WB,TERMINATED,2022-01-16
381,PRD000381,Prime Consulting,11.5,AGENCY,TN,ACTIVE,2022-01-17
382,PRD000382,Secure Consulting,6.25,BROKER,KA,INACTIVE,2022-01-18
383,PRD000383,Elite Consulting,6.37,AGENT,MH,SUSPENDED,2022-01-19
384,PRD000384,Trusted Consulting,7.6,INDIVIDUAL,AP,TERMINATED,2022-01-20
385,PRD000385,Global Consulting,7.53,AGENCY,TS,ACTIVE,2022-01-21
386,PRD000386,Royal Consulting,6.2,BROKER,KL,INACTIVE,2022-01-22
387,PRD000387,United Consulting,4.09,AGENT,DL,SUSPENDED,2022-01-23
388,PRD000388,Pioneer Consulting,7.76,INDIVIDUAL,GJ,TERMINATED,2022-01-24
389,PRD000389,Smart Consulting,14.25,AGENCY,RJ,ACTIVE,2022-01-25
390,PRD000390,Apex Consulting,10.97,BROKER,WB,INACTIVE,2022-01-26
391,PRD000391,Blue Consulting,13.79,AGENT,TN,SUSPENDED,2022-01-27
392,PRD000392,Golden Consulting,10.19,INDIVIDUAL,KA,TERMINATED,2022-01-28
393,PRD000393,Future Consulting,6.26,AGENCY,MH,ACTIVE,2022-01-29
394,PRD000394,Vertex Consulting,9.35,BROKER,AP,INACTIVE,2022-01-30
395,PRD000395,Summit Consulting,2.51,AGENT,TS,SUSPENDED,2022-01-31
396,PRD000396,Shield Consulting,6.09,INDIVIDUAL,KL,TERMINATED,2022-02-01
397,PRD000397,Crystal Consulting,7.87,AGENCY,DL,ACTIVE,2022-02-02
398,PRD000398,Infinity Consulting,9.75,BROKER,GJ,INACTIVE,2022-02-03
399,PRD000399,Vision Consulting,10.68,AGENT,RJ,SUSPENDED,2022-02-04
400,PRD000400,First Consulting,8.31,INDIVIDUAL,WB,TERMINATED,2022-02-05
401,PRD000401,Prime Insurance,8.03,AGENCY,TN,ACTIVE,2022-02-06
402,PRD000402,Secure Insurance,5.17,BROKER,KA,INACTIVE,2022-02-07
403,PRD000403,Elite Insurance,8.41,AGENT,MH,SUSPENDED,2022-02-08
404,PRD000404,Trusted Insurance,13.76,INDIVIDUAL,AP,TERMINATED,2022-02-09
405,PRD000405,Global Insurance,12.45,AGENCY,TS,ACTIVE,2022-02-10
406,PRD000406,Royal Insurance,4.62,BROKER,KL,INACTIVE,2022-02-11
407,PRD000407,United Insurance,3.56,AGENT,DL,SUSPENDED,2022-02-12
408,PRD000408,Pioneer Insurance,8.94,INDIVIDUAL,GJ,TERMINATED,2022-02-13
409,PRD000409,Smart Insurance,10.41,AGENCY,RJ,ACTIVE,2022-02-14
410,PRD000410,Apex Insurance,6.69,BROKER,WB,INACTIVE,2022-02-15
411,PRD000411,Blue Insurance,12.73,AGENT,TN,SUSPENDED,2022-02-16
412,PRD000412,Golden Insurance,11.89,INDIVIDUAL,KA,TERMINATED,2022-02-17
413,PRD000413,Future Insurance,10.91,AGENCY,MH,ACTIVE,2022-02-18
414,PRD000414,Vertex Insurance,5.31,BROKER,AP,INACTIVE,2022-02-19
415,PRD000415,Summit Insurance,4.99,AGENT,TS,SUSPENDED,2022-02-20
416,PRD000416,Shield Insurance,2.81,INDIVIDUAL,KL,TERMINATED,2022-02-21
417,PRD000417,Crystal Insurance,5.56,AGENCY,DL,ACTIVE,2022-02-22
418,PRD000418,Infinity Insurance,8.44,BROKER,GJ,INACTIVE,2022-02-23
419,PRD000419,Vision Insurance,13.12,AGENT,RJ,SUSPENDED,2022-02-24
420,PRD000420,First Insurance,3.41,INDIVIDUAL,WB,TERMINATED,2022-02-25
421,PRD000421,Prime Brokers,7.68,AGENCY,TN,ACTIVE,2022-02-26
422,PRD000422,Secure Brokers,10.37,BROKER,KA,INACTIVE,2022-02-27
423,PRD000423,Elite Brokers,4.93,AGENT,MH,SUSPENDED,2022-02-28
424,PRD000424,Trusted Brokers,11.2,INDIVIDUAL,AP,TERMINATED,2022-03-01
425,PRD000425,Global Brokers,8.68,AGENCY,TS,ACTIVE,2022-03-02
426,PRD000426,Royal Brokers,5.55,BROKER,KL,INACTIVE,2022-03-03
427,PRD000427,United Brokers,10.7,AGENT,DL,SUSPENDED,2022-03-04
428,PRD000428,Pioneer Brokers,2.57,INDIVIDUAL,GJ,TERMINATED,2022-03-05
429,PRD000429,Smart Brokers,11.89,AGENCY,RJ,ACTIVE,2022-03-06
430,PRD000430,Apex Brokers,12.13,BROKER,WB,INACTIVE,2022-03-07
431,PRD000431,Blue Brokers,3.83,AGENT,TN,SUSPENDED,2022-03-08
432,PRD000432,Golden Brokers,7.81,INDIVIDUAL,KA,TERMINATED,2022-03-09
433,PRD000433,Future Brokers,4.7,AGENCY,MH,ACTIVE,2022-03-10
434,PRD000434,Vertex Brokers,14.47,BROKER,AP,INACTIVE,2022-03-11
435,PRD000435,Summit Brokers,8.97,AGENT,TS,SUSPENDED,2022-03-12
436,PRD000436,Shield Brokers,3.13,INDIVIDUAL,KL,TERMINATED,2022-03-13
437,PRD000437,Crystal Brokers,5.61,AGENCY,DL,ACTIVE,2022-03-14
438,PRD000438,Infinity Brokers,13.1,BROKER,GJ,INACTIVE,2022-03-15
439,PRD000439,Vision Brokers,8.21,AGENT,RJ,SUSPENDED,2022-03-16
440,PRD000440,First Brokers,12.52,INDIVIDUAL,WB,TERMINATED,2022-03-17
441,PRD000441,Prime Agency,10.84,AGENCY,TN,ACTIVE,2022-03-18
442,PRD000442,Secure Agency,14.85,BROKER,KA,INACTIVE,2022-03-19
443,PRD000443,Elite Agency,9.94,AGENT,MH,SUSPENDED,2022-03-20
444,PRD000444,Trusted Agency,14.38,INDIVIDUAL,AP,TERMINATED,2022-03-21
445,PRD000445,Global Agency,13.64,AGENCY,TS,ACTIVE,2022-03-22
446,PRD000446,Royal Agency,10.16,BROKER,KL,INACTIVE,2022-03-23
447,PRD000447,United Agency,11.49,AGENT,DL,SUSPENDED,2022-03-24
448,PRD000448,Pioneer Agency,8.81,INDIVIDUAL,GJ,TERMINATED,2022-03-25
449,PRD000449,Smart Agency,12.88,AGENCY,RJ,ACTIVE,2022-03-26
450,PRD000450,Apex Agency,9.35,BROKER,WB,INACTIVE,2022-03-27
451,PRD000451,Blue Agency,13.72,AGENT,TN,SUSPENDED,2022-03-28
452,PRD000452,Golden Agency,11.8,INDIVIDUAL,KA,TERMINATED,2022-03-29
453,PRD000453,Future Agency,8.43,AGENCY,MH,ACTIVE,2022-03-30
454,PRD000454,Vertex Agency,5.74,BROKER,AP,INACTIVE,2022-03-31
455,PRD000455,Summit Agency,5.59,AGENT,TS,SUSPENDED,2022-04-01
456,PRD000456,Shield Agency,10.47,INDIVIDUAL,KL,TERMINATED,2022-04-02
457,PRD000457,Crystal Agency,12.07,AGENCY,DL,ACTIVE,2022-04-03
458,PRD000458,Infinity Agency,9.02,BROKER,GJ,INACTIVE,2022-04-04
459,PRD000459,Vision Agency,10.33,AGENT,RJ,SUSPENDED,2022-04-05
460,PRD000460,First Agency,5.93,INDIVIDUAL,WB,TERMINATED,2022-04-06
461,PRD000461,Prime Coverage,3.47,AGENCY,TN,ACTIVE,2022-04-07
462,PRD000462,Secure Coverage,6.07,BROKER,KA,INACTIVE,2022-04-08
463,PRD000463,Elite Coverage,5.9,AGENT,MH,SUSPENDED,2022-04-09
464,PRD000464,Trusted Coverage,6.5,INDIVIDUAL,AP,TERMINATED,2022-04-10
465,PRD000465,Global Coverage,9.25,AGENCY,TS,ACTIVE,2022-04-11
466,PRD000466,Royal Coverage,4.23,BROKER,KL,INACTIVE,2022-04-12
467,PRD000467,United Coverage,5.39,AGENT,DL,SUSPENDED,2022-04-13
468,PRD000468,Pioneer Coverage,11.17,INDIVIDUAL,GJ,TERMINATED,2022-04-14
469,PRD000469,Smart Coverage,11.33,AGENCY,RJ,ACTIVE,2022-04-15
470,PRD000470,Apex Coverage,3.3,BROKER,WB,INACTIVE,2022-04-16
471,PRD000471,Blue Coverage,7.59,AGENT,TN,SUSPENDED,2022-04-17
472,PRD000472,Golden Coverage,9.28,INDIVIDUAL,KA,TERMINATED,2022-04-18
473,PRD000473,Future Coverage,7.7,AGENCY,MH,ACTIVE,2022-04-19
474,PRD000474,Vertex Coverage,5.09,BROKER,AP,INACTIVE,2022-04-20
475,PRD000475,Summit Coverage,7.75,AGENT,TS,SUSPENDED,2022-04-21
476,PRD000476,Shield Coverage,13.81,INDIVIDUAL,KL,TERMINATED,2022-04-22
477,PRD000477,Crystal Coverage,9.8,AGENCY,DL,ACTIVE,2022-04-23
478,PRD000478,Infinity Coverage,11.19,BROKER,GJ,INACTIVE,2022-04-24
479,PRD000479,Vision Coverage,13.21,AGENT,RJ,SUSPENDED,2022-04-25
480,PRD000480,First Coverage,12.07,INDIVIDUAL,WB,TERMINATED,2022-04-26
481,PRD000481,Prime Risk,7.25,AGENCY,TN,ACTIVE,2022-04-27
482,PRD000482,Secure Risk,2.57,BROKER,KA,INACTIVE,2022-04-28
483,PRD000483,Elite Risk,6.9,AGENT,MH,SUSPENDED,2022-04-29
484,PRD000484,Trusted Risk,11.92,INDIVIDUAL,AP,TERMINATED,2022-04-30
485,PRD000485,Global Risk,13.17,AGENCY,TS,ACTIVE,2022-05-01
486,PRD000486,Royal Risk,14.42,BROKER,KL,INACTIVE,2022-05-02
487,PRD000487,United Risk,7.74,AGENT,DL,SUSPENDED,2022-05-03
488,PRD000488,Pioneer Risk,11.84,INDIVIDUAL,GJ,TERMINATED,2022-05-04
489,PRD000489,Smart Risk,9.33,AGENCY,RJ,ACTIVE,2022-05-05
490,PRD000490,Apex Risk,10.04,BROKER,WB,INACTIVE,2022-05-06
491,PRD000491,Blue Risk,5.26,AGENT,TN,SUSPENDED,2022-05-07
492,PRD000492,Golden Risk,5.24,INDIVIDUAL,KA,TERMINATED,2022-05-08
493,PRD000493,Future Risk,7.95,AGENCY,MH,ACTIVE,2022-05-09
494,PRD000494,Vertex Risk,2.86,BROKER,AP,INACTIVE,2022-05-10
495,PRD000495,Summit Risk,6.7,AGENT,TS,SUSPENDED,2022-05-11
496,PRD000496,Shield Risk,10.99,INDIVIDUAL,KL,TERMINATED,2022-05-12
497,PRD000497,Crystal Risk,7.55,AGENCY,DL,ACTIVE,2022-05-13
498,PRD000498,Infinity Risk,4.56,BROKER,GJ,INACTIVE,2022-05-14
499,PRD000499,Vision Risk,8.34,AGENT,RJ,SUSPENDED,2022-05-15
500,PRD000500,First Risk,4.1,INDIVIDUAL,WB,TERMINATED,2022-05-16
501,PRD000501,Prime Assurance,10.28,AGENCY,TN,ACTIVE,2022-05-17
502,PRD000502,Secure Assurance,2.84,BROKER,KA,INACTIVE,2022-05-18
503,PRD000503,Elite Assurance,7.43,AGENT,MH,SUSPENDED,2022-05-19
504,PRD000504,Trusted Assurance,9.55,INDIVIDUAL,AP,TERMINATED,2022-05-20
505,PRD000505,Global Assurance,2.84,AGENCY,TS,ACTIVE,2022-05-21
506,PRD000506,Royal Assurance,10.53,BROKER,KL,INACTIVE,2022-05-22
507,PRD000507,United Assurance,4.2,AGENT,DL,SUSPENDED,2022-05-23
508,PRD000508,Pioneer Assurance,8.27,INDIVIDUAL,GJ,TERMINATED,2022-05-24
509,PRD000509,Smart Assurance,3.13,AGENCY,RJ,ACTIVE,2022-05-25
510,PRD000510,Apex Assurance,7.24,BROKER,WB,INACTIVE,2022-05-26
511,PRD000511,Blue Assurance,5.15,AGENT,TN,SUSPENDED,2022-05-27
512,PRD000512,Golden Assurance,6.59,INDIVIDUAL,KA,TERMINATED,2022-05-28
513,PRD000513,Future Assurance,12.02,AGENCY,MH,ACTIVE,2022-05-29
514,PRD000514,Vertex Assurance,7.24,BROKER,AP,INACTIVE,2022-05-30
515,PRD000515,Summit Assurance,11.9,AGENT,TS,SUSPENDED,2022-05-31
516,PRD000516,Shield Assurance,12.9,INDIVIDUAL,KL,TERMINATED,2022-06-01
517,PRD000517,Crystal Assurance,5.65,AGENCY,DL,ACTIVE,2022-06-02
518,PRD000518,Infinity Assurance,3.52,BROKER,GJ,INACTIVE,2022-06-03
519,PRD000519,Vision Assurance,2.74,AGENT,RJ,SUSPENDED,2022-06-04
520,PRD000520,First Assurance,9.24,INDIVIDUAL,WB,TERMINATED,2022-06-05
521,PRD000521,Prime Services,15.0,AGENCY,TN,ACTIVE,2022-06-06
522,PRD000522,Secure Services,6.87,BROKER,KA,INACTIVE,2022-06-07
523,PRD000523,Elite Services,10.63,AGENT,MH,SUSPENDED,2022-06-08
524,PRD000524,Trusted Services,12.27,INDIVIDUAL,AP,TERMINATED,2022-06-09
525,PRD000525,Global Services,10.65,AGENCY,TS,ACTIVE,2022-06-10
526,PRD000526,Royal Services,11.93,BROKER,KL,INACTIVE,2022-06-11
527,PRD000527,United Services,14.37,AGENT,DL,SUSPENDED,2022-06-12
528,PRD000528,Pioneer Services,4.99,INDIVIDUAL,GJ,TERMINATED,2022-06-13
529,PRD000529,Smart Services,2.75,AGENCY,RJ,ACTIVE,2022-06-14
530,PRD000530,Apex Services,4.4,BROKER,WB,INACTIVE,2022-06-15
531,PRD000531,Blue Services,4.08,AGENT,TN,SUSPENDED,2022-06-16
532,PRD000532,Golden Services,10.87,INDIVIDUAL,KA,TERMINATED,2022-06-17
533,PRD000533,Future Services,9.55,AGENCY,MH,ACTIVE,2022-06-18
534,PRD000534,Vertex Services,5.22,BROKER,AP,INACTIVE,2022-06-19
535,PRD000535,Summit Services,11.24,AGENT,TS,SUSPENDED,2022-06-20
536,PRD000536,Shield Services,12.09,INDIVIDUAL,KL,TERMINATED,2022-06-21
537,PRD000537,Crystal Services,4.6,AGENCY,DL,ACTIVE,2022-06-22
538,PRD000538,Infinity Services,10.09,BROKER,GJ,INACTIVE,2022-06-23
539,PRD000539,Vision Services,11.85,AGENT,RJ,SUSPENDED,2022-06-24
540,PRD000540,First Services,3.93,INDIVIDUAL,WB,TERMINATED,2022-06-25
541,PRD000541,Prime Partners,12.74,AGENCY,TN,ACTIVE,2022-06-26
542,PRD000542,Secure Partners,14.56,BROKER,KA,INACTIVE,2022-06-27
543,PRD000543,Elite Partners,3.85,AGENT,MH,SUSPENDED,2022-06-28
544,PRD000544,Trusted Partners,2.82,INDIVIDUAL,AP,TERMINATED,2022-06-29
545,PRD000545,Global Partners,6.4,AGENCY,TS,ACTIVE,2022-06-30
546,PRD000546,Royal Partners,10.97,BROKER,KL,INACTIVE,2022-07-01
547,PRD000547,United Partners,14.48,AGENT,DL,SUSPENDED,2022-07-02
548,PRD000548,Pioneer Partners,7.46,INDIVIDUAL,GJ,TERMINATED,2022-07-03
549,PRD000549,Smart Partners,11.44,AGENCY,RJ,ACTIVE,2022-07-04
550,PRD000550,Apex Partners,3.45,BROKER,WB,INACTIVE,2022-07-05
551,PRD000551,Blue Partners,11.13,AGENT,TN,SUSPENDED,2022-07-06
552,PRD000552,Golden Partners,10.34,INDIVIDUAL,KA,TERMINATED,2022-07-07
553,PRD000553,Future Partners,3.77,AGENCY,MH,ACTIVE,2022-07-08
554,PRD000554,Vertex Partners,12.16,BROKER,AP,INACTIVE,2022-07-09
555,PRD000555,Summit Partners,13.13,AGENT,TS,SUSPENDED,2022-07-10
556,PRD000556,Shield Partners,10.01,INDIVIDUAL,KL,TERMINATED,2022-07-11
557,PRD000557,Crystal Partners,4.01,AGENCY,DL,ACTIVE,2022-07-12
558,PRD000558,Infinity Partners,14.8,BROKER,GJ,INACTIVE,2022-07-13
559,PRD000559,Vision Partners,12.28,AGENT,RJ,SUSPENDED,2022-07-14
560,PRD000560,First Partners,6.84,INDIVIDUAL,WB,TERMINATED,2022-07-15
561,PRD000561,Prime Solutions,7.85,AGENCY,TN,ACTIVE,2022-07-16
562,PRD000562,Secure Solutions,7.13,BROKER,KA,INACTIVE,2022-07-17
563,PRD000563,Elite Solutions,8.82,AGENT,MH,SUSPENDED,2022-07-18
564,PRD000564,Trusted Solutions,6.77,INDIVIDUAL,AP,TERMINATED,2022-07-19
565,PRD000565,Global Solutions,13.12,AGENCY,TS,ACTIVE,2022-07-20
566,PRD000566,Royal Solutions,12.78,BROKER,KL,INACTIVE,2022-07-21
567,PRD000567,United Solutions,3.82,AGENT,DL,SUSPENDED,2022-07-22
568,PRD000568,Pioneer Solutions,14.51,INDIVIDUAL,GJ,TERMINATED,2022-07-23
569,PRD000569,Smart Solutions,10.44,AGENCY,RJ,ACTIVE,2022-07-24
570,PRD000570,Apex Solutions,12.86,BROKER,WB,INACTIVE,2022-07-25
571,PRD000571,Blue Solutions,11.34,AGENT,TN,SUSPENDED,2022-07-26
572,PRD000572,Golden Solutions,7.94,INDIVIDUAL,KA,TERMINATED,2022-07-27
573,PRD000573,Future Solutions,11.67,AGENCY,MH,ACTIVE,2022-07-28
574,PRD000574,Vertex Solutions,14.57,BROKER,AP,INACTIVE,2022-07-29
575,PRD000575,Summit Solutions,5.88,AGENT,TS,SUSPENDED,2022-07-30
576,PRD000576,Shield Solutions,12.6,INDIVIDUAL,KL,TERMINATED,2022-07-31
577,PRD000577,Crystal Solutions,9.23,AGENCY,DL,ACTIVE,2022-08-01
578,PRD000578,Infinity Solutions,8.54,BROKER,GJ,INACTIVE,2022-08-02
579,PRD000579,Vision Solutions,7.94,AGENT,RJ,SUSPENDED,2022-08-03
580,PRD000580,First Solutions,11.64,INDIVIDUAL,WB,TERMINATED,2022-08-04
581,PRD000581,Prime Consulting,5.85,AGENCY,TN,ACTIVE,2022-08-05
582,PRD000582,Secure Consulting,13.15,BROKER,KA,INACTIVE,2022-08-06
583,PRD000583,Elite Consulting,12.88,AGENT,MH,SUSPENDED,2022-08-07
584,PRD000584,Trusted Consulting,3.58,INDIVIDUAL,AP,TERMINATED,2022-08-08
585,PRD000585,Global Consulting,13.52,AGENCY,TS,ACTIVE,2022-08-09
586,PRD000586,Royal Consulting,5.55,BROKER,KL,INACTIVE,2022-08-10
587,PRD000587,United Consulting,8.31,AGENT,DL,SUSPENDED,2022-08-11
588,PRD000588,Pioneer Consulting,10.13,INDIVIDUAL,GJ,TERMINATED,2022-08-12
589,PRD000589,Smart Consulting,7.24,AGENCY,RJ,ACTIVE,2022-08-13
590,PRD000590,Apex Consulting,2.86,BROKER,WB,INACTIVE,2022-08-14
591,PRD000591,Blue Consulting,13.14,AGENT,TN,SUSPENDED,2022-08-15
592,PRD000592,Golden Consulting,4.77,INDIVIDUAL,KA,TERMINATED,2022-08-16
593,PRD000593,Future Consulting,5.15,AGENCY,MH,ACTIVE,2022-08-17
594,PRD000594,Vertex Consulting,12.47,BROKER,AP,INACTIVE,2022-08-18
595,PRD000595,Summit Consulting,6.75,AGENT,TS,SUSPENDED,2022-08-19
596,PRD000596,Shield Consulting,13.5,INDIVIDUAL,KL,TERMINATED,2022-08-20
597,PRD000597,Crystal Consulting,11.26,AGENCY,DL,ACTIVE,2022-08-21
598,PRD000598,Infinity Consulting,5.95,BROKER,GJ,INACTIVE,2022-08-22
599,PRD000599,Vision Consulting,2.63,AGENT,RJ,SUSPENDED,2022-08-23
600,PRD000600,First Consulting,14.35,INDIVIDUAL,WB,TERMINATED,2022-08-24
601,PRD000601,Prime Insurance,3.57,AGENCY,TN,ACTIVE,2022-08-25
602,PRD000602,Secure Insurance,11.5,BROKER,KA,INACTIVE,2022-08-26
603,PRD000603,Elite Insurance,8.61,AGENT,MH,SUSPENDED,2022-08-27
604,PRD000604,Trusted Insurance,11.98,INDIVIDUAL,AP,TERMINATED,2022-08-28
605,PRD000605,Global Insurance,11.13,AGENCY,TS,ACTIVE,2022-08-29
606,PRD000606,Royal Insurance,10.57,BROKER,KL,INACTIVE,2022-08-30
607,PRD000607,United Insurance,8.64,AGENT,DL,SUSPENDED,2022-08-31
608,PRD000608,Pioneer Insurance,12.41,INDIVIDUAL,GJ,TERMINATED,2022-09-01
609,PRD000609,Smart Insurance,3.66,AGENCY,RJ,ACTIVE,2022-09-02
610,PRD000610,Apex Insurance,5.27,BROKER,WB,INACTIVE,2022-09-03
611,PRD000611,Blue Insurance,11.15,AGENT,TN,SUSPENDED,2022-09-04
612,PRD000612,Golden Insurance,6.33,INDIVIDUAL,KA,TERMINATED,2022-09-05
613,PRD000613,Future Insurance,9.77,AGENCY,MH,ACTIVE,2022-09-06
614,PRD000614,Vertex Insurance,8.42,BROKER,AP,INACTIVE,2022-09-07
615,PRD000615,Summit Insurance,9.14,AGENT,TS,SUSPENDED,2022-09-08
616,PRD000616,Shield Insurance,7.82,INDIVIDUAL,KL,TERMINATED,2022-09-09
617,PRD000617,Crystal Insurance,11.82,AGENCY,DL,ACTIVE,2022-09-10
618,PRD000618,Infinity Insurance,6.63,BROKER,GJ,INACTIVE,2022-09-11
619,PRD000619,Vision Insurance,11.29,AGENT,RJ,SUSPENDED,2022-09-12
620,PRD000620,First Insurance,5.89,INDIVIDUAL,WB,TERMINATED,2022-09-13
621,PRD000621,Prime Brokers,5.64,AGENCY,TN,ACTIVE,2022-09-14
622,PRD000622,Secure Brokers,4.01,BROKER,KA,INACTIVE,2022-09-15
623,PRD000623,Elite Brokers,4.91,AGENT,MH,SUSPENDED,2022-09-16
624,PRD000624,Trusted Brokers,3.99,INDIVIDUAL,AP,TERMINATED,2022-09-17
625,PRD000625,Global Brokers,9.2,AGENCY,TS,ACTIVE,2022-09-18
626,PRD000626,Royal Brokers,12.03,BROKER,KL,INACTIVE,2022-09-19
627,PRD000627,United Brokers,4.81,AGENT,DL,SUSPENDED,2022-09-20
628,PRD000628,Pioneer Brokers,5.2,INDIVIDUAL,GJ,TERMINATED,2022-09-21
629,PRD000629,Smart Brokers,8.55,AGENCY,RJ,ACTIVE,2022-09-22
630,PRD000630,Apex Brokers,11.56,BROKER,WB,INACTIVE,2022-09-23
631,PRD000631,Blue Brokers,14.71,AGENT,TN,SUSPENDED,2022-09-24
632,PRD000632,Golden Brokers,9.06,INDIVIDUAL,KA,TERMINATED,2022-09-25
633,PRD000633,Future Brokers,6.04,AGENCY,MH,ACTIVE,2022-09-26
634,PRD000634,Vertex Brokers,3.76,BROKER,AP,INACTIVE,2022-09-27
635,PRD000635,Summit Brokers,4.93,AGENT,TS,SUSPENDED,2022-09-28
636,PRD000636,Shield Brokers,5.34,INDIVIDUAL,KL,TERMINATED,2022-09-29
637,PRD000637,Crystal Brokers,4.74,AGENCY,DL,ACTIVE,2022-09-30
638,PRD000638,Infinity Brokers,2.68,BROKER,GJ,INACTIVE,2022-10-01
639,PRD000639,Vision Brokers,9.18,AGENT,RJ,SUSPENDED,2022-10-02
640,PRD000640,First Brokers,5.93,INDIVIDUAL,WB,TERMINATED,2022-10-03
