job_id,policy_id,job_type,job_date,created_ts,job_number,job_status,submission_date,effective_date,expiration_date
438,438,Endorsement,2023-03-15,2023-03-15 09:00:00,JOB000438,IN_PROGRESS,2023-03-09,2023-03-30,2024-03-29
439,439,Cancellation,2023-03-16,2023-03-16 09:00:00,JOB000439,COMPLETED,2023-03-12,2023-03-28,2024-03-27
440,440,Reinstatement,2023-03-17,2023-03-17 09:00:00,JOB000440,CANCELLED,2023-03-09,2023-03-18,2024-03-17
441,441,New Business,2023-03-18,2023-03-18 09:00:00,JOB000441,PENDING,2023-03-11,2023-03-20,2024-03-19
442,442,Renewal,2023-03-19,2023-03-19 09:00:00,JOB000442,IN_PROGRESS,2023-03-14,2023-03-27,2024-03-26
443,443,Endorsement,2023-03-20,2023-03-20 09:00:00,JOB000443,COMPLETED,2023-03-15,2023-03-23,2024-03-22
444,444,Cancellation,2023-03-21,2023-03-21 09:00:00,JOB000444,CANCELLED,2023-03-15,2023-03-21,2024-03-20
445,445,Reinstatement,2023-03-22,2023-03-22 09:00:00,JOB000445,PENDING,2023-03-12,2023-04-05,2024-04-04
446,446,New Business,2023-03-23,2023-03-23 09:00:00,JOB000446,IN_PROGRESS,2023-03-17,2023-03-24,2024-03-23
447,447,Renewal,2023-03-24,2023-03-24 09:00:00,JOB000447,COMPLETED,2023-03-21,2023-04-04,2024-04-03
448,448,Endorsement,2023-03-25,2023-03-25 09:00:00,JOB000448,CANCELLED,2023-03-16,2023-04-09,2024-04-08
449,449,Cancellation,2023-03-26,2023-03-26 09:00:00,JOB000449,PENDING,2023-03-16,2023-04-09,2024-04-08
450,450,Reinstatement,2023-03-27,2023-03-27 09:00:00,JOB000450,IN_PROGRESS,2023-03-27,2023-04-02,2024-04-01
451,451,New Business,2023-03-28,2023-03-28 09:00:00,JOB000451,COMPLETED,2023-03-24,2023-04-01,2024-03-31
452,452,Renewal,2023-03-29,2023-03-29 09:00:00,JOB000452,CANCELLED,2023-03-25,2023-04-12,2024-04-11
453,453,Endorsement,2023-03-30,2023-03-30 09:00:00,JOB000453,PENDING,2023-03-23,2023-04-02,2024-04-01
454,454,Cancellation,2023-03-31,2023-03-31 09:00:00,JOB000454,IN_PROGRESS,2023-03-31,2023-04-07,2024-04-06
455,455,Reinstatement,2023-04-01,2023-04-01 09:00:00,JOB000455,COMPLETED,2023-03-30,2023-04-10,2024-04-09
456,456,New Business,2023-04-02,2023-04-02 09:00:00,JOB000456,CANCELLED,2023-03-25,2023-04-02,2024-04-01
457,457,Renewal,2023-04-03,2023-04-03 09:00:00,JOB000457,PENDING,2023-03-26,2023-04-16,2024-04-15
458,458,Endorsement,2023-04-04,2023-04-04 09:00:00,JOB000458,IN_PROGRESS,2023-04-03,2023-04-11,2024-04-10
459,459,Cancellation,2023-04-05,2023-04-05 09:00:00,JOB000459,COMPLETED,2023-04-04,2023-04-19,2024-04-18
460,460,Reinstatement,2023-04-06,2023-04-06 09:00:00,JOB000460,CANCELLED,2023-04-05,2023-04-10,2024-04-09
461,461,New Business,2023-04-07,2023-04-07 09:00:00,JOB000461,PENDING,2023-03-31,2023-04-16,2024-04-15
462,462,Renewal,2023-04-08,2023-04-08 09:00:00,JOB000462,IN_PROGRESS,2023-03-31,2023-04-16,2024-04-15
463,463,Endorsement,2023-04-09,2023-04-09 09:00:00,JOB000463,COMPLETED,2023-04-03,2023-04-24,2024-04-23
464,464,Cancellation,2023-04-10,2023-04-10 09:00:00,JOB000464,CANCELLED,2023-04-03,2023-04-17,2024-04-16
465,465,Reinstatement,2023-04-11,2023-04-11 09:00:00,JOB000465,PENDING,2023-04-04,2023-04-15,2024-04-14
466,466,New Business,2023-04-12,2023-04-12 09:00:00,JOB000466,IN_PROGRESS,2023-04-06,2023-04-18,2024-04-17
467,467,Renewal,2023-04-13,2023-04-13 09:00:00,JOB000467,COMPLETED,2023-04-04,2023-04-17,2024-04-16
468,468,Endorsement,2023-04-14,2023-04-14 09:00:00,JOB000468,CANCELLED,2023-04-13,2023-04-22,2024-04-21
469,469,Cancellation,2023-04-15,2023-04-15 09:00:00,JOB000469,PENDING,2023-04-09,2023-04-25,2024-04-24
470,470,Reinstatement,2023-04-16,2023-04-16 09:00:00,JOB000470,IN_PROGRESS,2023-04-08,2023-04-24,2024-04-23
471,471,New Business,2023-04-17,2023-04-17 09:00:00,JOB000471,COMPLETED,2023-04-17,2023-04-26,2024-04-25
472,472,Renewal,2023-04-18,2023-04-18 09:00:00,JOB000472,CANCELLED,2023-04-14,2023-05-03,2024-05-02
473,473,Endorsement,2023-04-19,2023-04-19 09:00:00,JOB000473,PENDING,2023-04-17,2023-05-03,2024-05-02
474,474,Cancellation,2023-04-20,2023-04-20 09:00:00,JOB000474,IN_PROGRESS,2023-04-12,2023-05-05,2024-05-04
475,475,Reinstatement,2023-04-21,2023-04-21 09:00:00,JOB000475,COMPLETED,2023-04-16,2023-05-01,2024-04-30
476,476,New Business,2023-04-22,2023-04-22 09:00:00,JOB000476,CANCELLED,2023-04-14,2023-05-04,2024-05-03
477,477,Renewal,2023-04-23,2023-04-23 09:00:00,JOB000477,PENDING,2023-04-16,2023-05-03,2024-05-02
478,478,Endorsement,2023-04-24,2023-04-24 09:00:00,JOB000478,IN_PROGRESS,2023-04-21,2023-05-01,2024-04-30
479,479,Cancellation,2023-04-25,2023-04-25 09:00:00,JOB000479,COMPLETED,2023-04-16,2023-05-07,2024-05-06
480,480,Reinstatement,2023-04-26,2023-04-26 09:00:00,JOB000480,CANCELLED,2023-04-23,2023-05-09,2024-05-08
481,481,New Business,2023-04-27,2023-04-27 09:00:00,JOB000481,PENDING,2023-04-27,2023-05-07,2024-05-06
482,482,Renewal,2023-04-28,2023-04-28 09:00:00,JOB000482,IN_PROGRESS,2023-04-21,2023-05-10,2024-05-09
483,483,Endorsement,2023-04-29,2023-04-29 09:00:00,JOB000483,COMPLETED,2023-04-23,2023-05-03,2024-05-02
484,484,Cancellation,2023-04-30,2023-04-30 09:00:00,JOB000484,CANCELLED,2023-04-23,2023-05-01,2024-04-30
485,485,Reinstatement,2023-05-01,2023-05-01 09:00:00,JOB000485,PENDING,2023-04-29,2023-05-11,2024-05-10
486,486,New Business,2023-05-02,2023-05-02 09:00:00,JOB000486,IN_PROGRESS,2023-05-01,2023-05-16,2024-05-15
487,487,Renewal,2023-05-03,2023-05-03 09:00:00,JOB000487,COMPLETED,2023-05-02,2023-05-17,2024-05-16
488,488,Endorsement,2023-05-04,2023-05-04 09:00:00,JOB000488,CANCELLED,2023-05-04,2023-05-08,2024-05-07
489,489,Cancellation,2023-05-05,2023-05-05 09:00:00,JOB000489,PENDING,2023-04-29,2023-05-09,2024-05-08
490,490,Reinstatement,2023-05-06,2023-05-06 09:00:00,JOB000490,IN_PROGRESS,2023-05-05,2023-05-21,2024-05-20
491,491,New Business,2023-05-07,2023-05-07 09:00:00,JOB000491,COMPLETED,2023-05-03,2023-05-17,2024-05-16
492,492,Renewal,2023-05-08,2023-05-08 09:00:00,JOB000492,CANCELLED,2023-04-29,2023-05-20,2024-05-19
493,493,Endorsement,2023-05-09,2023-05-09 09:00:00,JOB000493,PENDING,2023-04-29,2023-05-11,2024-05-10
494,494,Cancellation,2023-05-10,2023-05-10 09:00:00,JOB000494,IN_PROGRESS,2023-05-05,2023-05-22,2024-05-21
495,495,Reinstatement,2023-05-11,2023-05-11 09:00:00,JOB000495,COMPLETED,2023-05-06,2023-05-26,2024-05-25
496,496,New Business,2023-05-12,2023-05-12 09:00:00,JOB000496,CANCELLED,2023-05-04,2023-05-13,2024-05-12
497,497,Renewal,2023-05-13,2023-05-13 09:00:00,JOB000497,PENDING,2023-05-04,2023-05-15,2024-05-14
498,498,Endorsement,2023-05-14,2023-05-14 09:00:00,JOB000498,IN_PROGRESS,2023-05-11,2023-05-23,2024-05-22
499,499,Cancellation,2023-05-15,2023-05-15 09:00:00,JOB000499,COMPLETED,2023-05-12,2023-05-17,2024-05-16
500,500,Reinstatement,2023-05-16,2023-05-16 09:00:00,JOB000500,CANCELLED,2023-05-10,2023-05-19,2024-05-18
501,501,New Business,2023-05-17,2023-05-17 09:00:00,JOB000501,PENDING,2023-05-07,2023-05-20,2024-05-19
502,502,Renewal,2023-05-18,2023-05-18 09:00:00,JOB000502,IN_PROGRESS,2023-05-11,2023-05-23,2024-05-22
503,503,Endorsement,2023-05-19,2023-05-19 09:00:00,JOB000503,COMPLETED,2023-05-15,2023-05-19,2024-05-18
504,504,Cancellation,2023-05-20,2023-05-20 09:00:00,JOB000504,CANCELLED,2023-05-20,2023-05-30,2024-05-29
505,505,Reinstatement,2023-05-21,2023-05-21 09:00:00,JOB000505,PENDING,2023-05-21,2023-05-30,2024-05-29
506,506,New Business,2023-05-22,2023-05-22 09:00:00,JOB000506,IN_PROGRESS,2023-05-17,2023-06-02,2024-06-01
507,507,Renewal,2023-05-23,2023-05-23 09:00:00,JOB000507,COMPLETED,2023-05-17,2023-05-27,2024-05-26
508,508,Endorsement,2023-05-24,2023-05-24 09:00:00,JOB000508,CANCELLED,2023-05-21,2023-06-06,2024-06-05
509,509,Cancellation,2023-05-25,2023-05-25 09:00:00,JOB000509,PENDING,2023-05-16,2023-05-30,2024-05-29
510,510,Reinstatement,2023-05-26,2023-05-26 09:00:00,JOB000510,IN_PROGRESS,2023-05-24,2023-05-31,2024-05-30
511,511,New Business,2023-05-27,2023-05-27 09:00:00,JOB000511,COMPLETED,2023-05-26,2023-06-08,2024-06-07
512,512,Renewal,2023-05-28,2023-05-28 09:00:00,JOB000512,CANCELLED,2023-05-19,2023-06-04,2024-06-03
513,513,Endorsement,2023-05-29,2023-05-29 09:00:00,JOB000513,PENDING,2023-05-22,2023-06-02,2024-06-01
514,514,Cancellation,2023-05-30,2023-05-30 09:00:00,JOB000514,IN_PROGRESS,2023-05-27,2023-06-13,2024-06-12
515,515,Reinstatement,2023-05-31,2023-05-31 09:00:00,JOB000515,COMPLETED,2023-05-21,2023-06-08,2024-06-07
516,516,New Business,2023-06-01,2023-06-01 09:00:00,JOB000516,CANCELLED,2023-05-25,2023-06-09,2024-06-08
517,517,Renewal,2023-06-02,2023-06-02 09:00:00,JOB000517,PENDING,2023-05-23,2023-06-02,2024-06-01
518,518,Endorsement,2023-06-03,2023-06-03 09:00:00,JOB000518,IN_PROGRESS,2023-05-27,2023-06-12,2024-06-11
519,519,Cancellation,2023-06-04,2023-06-04 09:00:00,JOB000519,COMPLETED,2023-05-25,2023-06-09,2024-06-08
520,520,Reinstatement,2023-06-05,2023-06-05 09:00:00,JOB000520,CANCELLED,2023-06-04,2023-06-19,2024-06-18
521,521,New Business,2023-06-06,2023-06-06 09:00:00,JOB000521,PENDING,2023-06-01,2023-06-15,2024-06-14
522,522,Renewal,2023-06-07,2023-06-07 09:00:00,JOB000522,IN_PROGRESS,2023-05-28,2023-06-20,2024-06-19
523,523,Endorsement,2023-06-08,2023-06-08 09:00:00,JOB000523,COMPLETED,2023-06-04,2023-06-22,2024-06-21
524,524,Cancellation,2023-06-09,2023-06-09 09:00:00,JOB000524,CANCELLED,2023-06-05,2023-06-15,2024-06-14
525,525,Reinstatement,2023-06-10,2023-06-10 09:00:00,JOB000525,PENDING,2023-06-04,2023-06-25,2024-06-24
526,526,New Business,2023-06-11,2023-06-11 09:00:00,JOB000526,IN_PROGRESS,2023-06-10,2023-06-18,2024-06-17
527,527,Renewal,2023-06-12,2023-06-12 09:00:00,JOB000527,COMPLETED,2023-06-06,2023-06-23,2024-06-22
528,528,Endorsement,2023-06-13,2023-06-13 09:00:00,JOB000528,CANCELLED,2023-06-04,2023-06-22,2024-06-21
529,529,Cancellation,2023-06-14,2023-06-14 09:00:00,JOB000529,PENDING,2023-06-10,2023-06-14,2024-06-13
530,530,Reinstatement,2023-06-15,2023-06-15 09:00:00,JOB000530,IN_PROGRESS,2023-06-05,2023-06-27,2024-06-26
531,531,New Business,2023-06-16,2023-06-16 09:00:00,JOB000531,COMPLETED,2023-06-12,2023-06-16,2024-06-15
532,532,Renewal,2023-06-17,2023-06-17 09:00:00,JOB000532,CANCELLED,2023-06-08,2023-06-18,2024-06-17
533,533,Endorsement,2023-06-18,2023-06-18 09:00:00,JOB000533,PENDING,2023-06-09,2023-07-03,2024-07-02
534,534,Cancellation,2023-06-19,2023-06-19 09:00:00,JOB000534,IN_PROGRESS,2023-06-15,2023-06-26,2024-06-25
535,535,Reinstatement,2023-06-20,2023-06-20 09:00:00,JOB000535,COMPLETED,2023-06-11,2023-07-01,2024-06-30
536,536,New Business,2023-06-21,2023-06-21 09:00:00,JOB000536,CANCELLED,2023-06-18,2023-06-27,2024-06-26
537,537,Renewal,2023-06-22,2023-06-22 09:00:00,JOB000537,PENDING,2023-06-13,2023-06-30,2024-06-29
538,538,Endorsement,2023-06-23,2023-06-23 09:00:00,JOB000538,IN_PROGRESS,2023-06-13,2023-06-27,2024-06-26
539,539,Cancellation,2023-06-24,2023-06-24 09:00:00,JOB000539,COMPLETED,2023-06-14,2023-06-27,2024-06-26
540,540,Reinstatement,2023-06-25,2023-06-25 09:00:00,JOB000540,CANCELLED,2023-06-15,2023-06-26,2024-06-25
541,541,New Business,2023-06-26,2023-06-26 09:00:00,JOB000541,PENDING,2023-06-22,2023-07-10,2024-07-09
542,542,Renewal,2023-06-27,2023-06-27 09:00:00,JOB000542,IN_PROGRESS,2023-06-27,2023-07-08,2024-07-07
543,543,Endorsement,2023-06-28,2023-06-28 09:00:00,JOB000543,COMPLETED,2023-06-26,2023-06-30,2024-06-29
544,544,Cancellation,2023-06-29,2023-06-29 09:00:00,JOB000544,CANCELLED,2023-06-25,2023-07-09,2024-07-08
545,545,Reinstatement,2023-06-30,2023-06-30 09:00:00,JOB000545,PENDING,2023-06-24,2023-07-05,2024-07-04
546,546,New Business,2023-07-01,2023-07-01 09:00:00,JOB000546,IN_PROGRESS,2023-06-28,2023-07-05,2024-07-04
547,547,Renewal,2023-07-02,2023-07-02 09:00:00,JOB000547,COMPLETED,2023-06-24,2023-07-13,2024-07-12
548,548,Endorsement,2023-07-03,2023-07-03 09:00:00,JOB000548,CANCELLED,2023-06-25,2023-07-11,2024-07-10
549,549,Cancellation,2023-07-04,2023-07-04 09:00:00,JOB000549,PENDING,2023-07-02,2023-07-12,2024-07-11
550,550,Reinstatement,2023-07-05,2023-07-05 09:00:00,JOB000550,IN_PROGRESS,2023-06-28,2023-07-14,2024-07-13
551,551,New Business,2023-07-06,2023-07-06 09:00:00,JOB000551,COMPLETED,2023-07-01,2023-07-09,2024-07-08
552,552,Renewal,2023-07-07,2023-07-07 09:00:00,JOB000552,CANCELLED,2023-06-30,2023-07-09,2024-07-08
553,553,Endorsement,2023-07-08,2023-07-08 09:00:00,JOB000553,PENDING,2023-07-06,2023-07-15,2024-07-14
554,554,Cancellation,2023-07-09,2023-07-09 09:00:00,JOB000554,IN_PROGRESS,2023-06-29,2023-07-21,2024-07-20
555,555,Reinstatement,2023-07-10,2023-07-10 09:00:00,JOB000555,COMPLETED,2023-07-02,2023-07-21,2024-07-20
556,556,New Business,2023-07-11,2023-07-11 09:00:00,JOB000556,CANCELLED,2023-07-10,2023-07-23,2024-07-22
557,557,Renewal,2023-07-12,2023-07-12 09:00:00,JOB000557,PENDING,2023-07-12,2023-07-20,2024-07-19
558,558,Endorsement,2023-07-13,2023-07-13 09:00:00,JOB000558,IN_PROGRESS,2023-07-05,2023-07-16,2024-07-15
559,559,Cancellation,2023-07-14,2023-07-14 09:00:00,JOB000559,COMPLETED,2023-07-07,2023-07-25,2024-07-24
560,560,Reinstatement,2023-07-15,2023-07-15 09:00:00,JOB000560,CANCELLED,2023-07-05,2023-07-23,2024-07-22
561,561,New Business,2023-07-16,2023-07-16 09:00:00,JOB000561,PENDING,2023-07-07,2023-07-28,2024-07-27
562,562,Renewal,2023-07-17,2023-07-17 09:00:00,JOB000562,IN_PROGRESS,2023-07-07,2023-07-28,2024-07-27
563,563,Endorsement,2023-07-18,2023-07-18 09:00:00,JOB000563,COMPLETED,2023-07-17,2023-07-25,2024-07-24
564,564,Cancellation,2023-07-19,2023-07-19 09:00:00,JOB000564,CANCELLED,2023-07-12,2023-07-19,2024-07-18
565,565,Reinstatement,2023-07-20,2023-07-20 09:00:00,JOB000565,PENDING,2023-07-11,2023-07-30,2024-07-29
566,566,New Business,2023-07-21,2023-07-21 09:00:00,JOB000566,IN_PROGRESS,2023-07-12,2023-07-28,2024-07-27
567,567,Renewal,2023-07-22,2023-07-22 09:00:00,JOB000567,COMPLETED,2023-07-12,2023-07-24,2024-07-23
568,568,Endorsement,2023-07-23,2023-07-23 09:00:00,JOB000568,CANCELLED,2023-07-13,2023-08-06,2024-08-05
569,569,Cancellation,2023-07-24,2023-07-24 09:00:00,JOB000569,PENDING,2023-07-20,2023-08-06,2024-08-05
570,570,Reinstatement,2023-07-25,2023-07-25 09:00:00,JOB000570,IN_PROGRESS,2023-07-24,2023-07-29,2024-07-28
571,571,New Business,2023-07-26,2023-07-26 09:00:00,JOB000571,COMPLETED,2023-07-26,2023-07-27,2024-07-26
572,572,Renewal,2023-07-27,2023-07-27 09:00:00,JOB000572,CANCELLED,2023-07-23,2023-08-11,2024-08-10
573,573,Endorsement,2023-07-28,2023-07-28 09:00:00,JOB000573,PENDING,2023-07-27,2023-07-31,2024-07-30
574,574,Cancellation,2023-07-29,2023-07-29 09:00:00,JOB000574,IN_PROGRESS,2023-07-26,2023-08-02,2024-08-01
575,575,Reinstatement,2023-07-30,2023-07-30 09:00:00,JOB000575,COMPLETED,2023-07-24,2023-08-13,2024-08-12
576,576,New Business,2023-07-31,2023-07-31 09:00:00,JOB000576,CANCELLED,2023-07-26,2023-08-13,2024-08-12
577,577,Renewal,2023-08-01,2023-08-01 09:00:00,JOB000577,PENDING,2023-07-23,2023-08-05,2024-08-04
578,578,Endorsement,2023-08-02,2023-08-02 09:00:00,JOB000578,IN_PROGRESS,2023-07-27,2023-08-05,2024-08-04
579,579,Cancellation,2023-08-03,2023-08-03 09:00:00,JOB000579,COMPLETED,2023-07-27,2023-08-16,2024-08-15
580,580,Reinstatement,2023-08-04,2023-08-04 09:00:00,JOB000580,CANCELLED,2023-07-31,2023-08-05,2024-08-04
581,581,New Business,2023-08-05,2023-08-05 09:00:00,JOB000581,PENDING,2023-07-31,2023-08-11,2024-08-10
582,582,Renewal,2023-08-06,2023-08-06 09:00:00,JOB000582,IN_PROGRESS,2023-07-30,2023-08-20,2024-08-19
583,583,Endorsement,2023-08-07,2023-08-07 09:00:00,JOB000583,COMPLETED,2023-08-04,2023-08-18,2024-08-17
584,584,Cancellation,2023-08-08,2023-08-08 09:00:00,JOB000584,CANCELLED,2023-08-07,2023-08-19,2024-08-18
585,585,Reinstatement,2023-08-09,2023-08-09 09:00:00,JOB000585,PENDING,2023-08-01,2023-08-20,2024-08-19
586,586,New Business,2023-08-10,2023-08-10 09:00:00,JOB000586,IN_PROGRESS,2023-08-10,2023-08-22,2024-08-21
587,587,Renewal,2023-08-11,2023-08-11 09:00:00,JOB000587,COMPLETED,2023-08-07,2023-08-17,2024-08-16
588,588,Endorsement,2023-08-12,2023-08-12 09:00:00,JOB000588,CANCELLED,2023-08-11,2023-08-26,2024-08-25
589,589,Cancellation,2023-08-13,2023-08-13 09:00:00,JOB000589,PENDING,2023-08-12,2023-08-19,2024-08-18
590,590,Reinstatement,2023-08-14,2023-08-14 09:00:00,JOB000590,IN_PROGRESS,2023-08-04,2023-08-14,2024-08-13
591,591,New Business,2023-08-15,2023-08-15 09:00:00,JOB000591,COMPLETED,2023-08-15,2023-08-25,2024-08-24
592,592,Renewal,2023-08-16,2023-08-16 09:00:00,JOB000592,CANCELLED,2023-08-13,2023-08-20,2024-08-19
593,593,Endorsement,2023-08-17,2023-08-17 09:00:00,JOB000593,PENDING,2023-08-08,2023-08-23,2024-08-22
594,594,Cancellation,2023-08-18,2023-08-18 09:00:00,JOB000594,IN_PROGRESS,2023-08-17,2023-08-24,2024-08-23
595,595,Reinstatement,2023-08-19,2023-08-19 09:00:00,JOB000595,COMPLETED,2023-08-10,2023-08-25,2024-08-24
596,596,New Business,2023-08-20,2023-08-20 09:00:00,JOB000596,CANCELLED,2023-08-17,2023-08-30,2024-08-29
597,597,Renewal,2023-08-21,2023-08-21 09:00:00,JOB000597,PENDING,2023-08-19,2023-08-21,2024-08-20
598,598,Endorsement,2023-08-22,2023-08-22 09:00:00,JOB000598,IN_PROGRESS,2023-08-18,2023-08-26,2024-08-25
599,599,Cancellation,2023-08-23,2023-08-23 09:00:00,JOB000599,COMPLETED,2023-08-21,2023-08-31,2024-08-30
600,600,Reinstatement,2023-08-24,2023-08-24 09:00:00,JOB000600,CANCELLED,2023-08-22,2023-08-27,2024-08-26
601,601,New Business,2023-08-25,2023-08-25 09:00:00,JOB000601,PENDING,2023-08-15,2023-08-25,2024-08-24
602,602,Renewal,2023-08-26,2023-08-26 09:00:00,JOB000602,IN_PROGRESS,2023-08-24,2023-08-26,2024-08-25
603,603,Endorsement,2023-08-27,2023-08-27 09:00:00,JOB000603,COMPLETED,2023-08-22,2023-09-03,2024-09-02
604,604,Cancellation,2023-08-28,2023-08-28 09:00:00,JOB000604,CANCELLED,2023-08-19,2023-09-07,2024-09-06
605,605,Reinstatement,2023-08-29,2023-08-29 09:00:00,JOB000605,PENDING,2023-08-29,2023-09-03,2024-09-02
606,606,New Business,2023-08-30,2023-08-30 09:00:00,JOB000606,IN_PROGRESS,2023-08-26,2023-08-31,2024-08-30
607,607,Renewal,2023-08-31,2023-08-31 09:00:00,JOB000607,COMPLETED,2023-08-29,2023-09-13,2024-09-12
608,608,Endorsement,2023-09-01,2023-09-01 09:00:00,JOB000608,CANCELLED,2023-08-24,2023-09-04,2024-09-03
609,609,Cancellation,2023-09-02,2023-09-02 09:00:00,JOB000609,PENDING,2023-09-01,2023-09-17,2024-09-16
610,610,Reinstatement,2023-09-03,2023-09-03 09:00:00,JOB000610,IN_PROGRESS,2023-08-27,2023-09-14,2024-09-13
611,611,New Business,2023-09-04,2023-09-04 09:00:00,JOB000611,COMPLETED,2023-08-27,2023-09-07,2024-09-06
612,612,Renewal,2023-09-05,2023-09-05 09:00:00,JOB000612,CANCELLED,2023-08-29,2023-09-12,2024-09-11
613,613,Endorsement,2023-09-06,2023-09-06 09:00:00,JOB000613,PENDING,2023-08-28,2023-09-07,2024-09-06
614,614,Cancellation,2023-09-07,2023-09-07 09:00:00,JOB000614,IN_PROGRESS,2023-08-28,2023-09-16,2024-09-15
615,615,Reinstatement,2023-09-08,2023-09-08 09:00:00,JOB000615,COMPLETED,2023-09-01,2023-09-08,2024-09-07
616,616,New Business,2023-09-09,2023-09-09 09:00:00,JOB000616,CANCELLED,2023-09-09,2023-09-24,2024-09-23
617,617,Renewal,2023-09-10,2023-09-10 09:00:00,JOB000617,PENDING,2023-09-04,2023-09-23,2024-09-22
618,618,Endorsement,2023-09-11,2023-09-11 09:00:00,JOB000618,IN_PROGRESS,2023-09-01,2023-09-14,2024-09-13
619,619,Cancellation,2023-09-12,2023-09-12 09:00:00,JOB000619,COMPLETED,2023-09-05,2023-09-26,2024-09-25
620,620,Reinstatement,2023-09-13,2023-09-13 09:00:00,JOB000620,CANCELLED,2023-09-12,2023-09-15,2024-09-14
621,621,New Business,2023-09-14,2023-09-14 09:00:00,JOB000621,PENDING,2023-09-09,2023-09-18,2024-09-17
622,622,Renewal,2023-09-15,2023-09-15 09:00:00,JOB000622,IN_PROGRESS,2023-09-14,2023-09-19,2024-09-18
623,623,Endorsement,2023-09-16,2023-09-16 09:00:00,JOB000623,COMPLETED,2023-09-12,2023-09-26,2024-09-25
624,624,Cancellation,2023-09-17,2023-09-17 09:00:00,JOB000624,CANCELLED,2023-09-11,2023-09-26,2024-09-25
625,625,Reinstatement,2023-09-18,2023-09-18 09:00:00,JOB000625,PENDING,2023-09-11,2023-10-01,2024-09-30
626,626,New Business,2023-09-19,2023-09-19 09:00:00,JOB000626,IN_PROGRESS,2023-09-18,2023-09-22,2024-09-21
627,627,Renewal,2023-09-20,2023-09-20 09:00:00,JOB000627,COMPLETED,2023-09-10,2023-09-26,2024-09-25
628,628,Endorsement,2023-09-21,2023-09-21 09:00:00,JOB000628,CANCELLED,2023-09-15,2023-10-05,2024-10-04
629,629,Cancellation,2023-09-22,2023-09-22 09:00:00,JOB000629,PENDING,2023-09-19,2023-10-05,2024-10-04
630,630,Reinstatement,2023-09-23,2023-09-23 09:00:00,JOB000630,IN_PROGRESS,2023-09-18,2023-10-07,2024-10-06
631,631,New Business,2023-09-24,2023-09-24 09:00:00,JOB000631,COMPLETED,2023-09-18,2023-10-07,2024-10-06
632,632,Renewal,2023-09-25,2023-09-25 09:00:00,JOB000632,CANCELLED,2023-09-24,2023-10-05,2024-10-04
633,633,Endorsement,2023-09-26,2023-09-26 09:00:00,JOB000633,PENDING,2023-09-20,2023-10-06,2024-10-05
634,634,Cancellation,2023-09-27,2023-09-27 09:00:00,JOB000634,IN_PROGRESS,2023-09-17,2023-10-05,2024-10-04
635,635,Reinstatement,2023-09-28,2023-09-28 09:00:00,JOB000635,COMPLETED,2023-09-23,2023-10-02,2024-10-01
636,636,New Business,2023-09-29,2023-09-29 09:00:00,JOB000636,CANCELLED,2023-09-19,2023-10-14,2024-10-13
637,637,Renewal,2023-09-30,2023-09-30 09:00:00,JOB000637,PENDING,2023-09-29,2023-10-02,2024-10-01
638,638,Endorsement,2023-10-01,2023-10-01 09:00:00,JOB000638,IN_PROGRESS,2023-09-30,2023-10-03,2024-10-02
639,639,Cancellation,2023-10-02,2023-10-02 09:00:00,JOB000639,COMPLETED,2023-09-26,2023-10-05,2024-10-04
640,640,Reinstatement,2023-10-03,2023-10-03 09:00:00,JOB000640,CANCELLED,2023-09-28,2023-10-07,2024-10-06
641,641,New Business,2023-10-04,2023-10-04 09:00:00,JOB000641,PENDING,2023-09-26,2023-10-05,2024-10-04
642,642,Renewal,2023-10-05,2023-10-05 09:00:00,JOB000642,IN_PROGRESS,2023-09-26,2023-10-15,2024-10-14
643,643,Endorsement,2023-10-06,2023-10-06 09:00:00,JOB000643,COMPLETED,2023-09-26,2023-10-09,2024-10-08
644,644,Cancellation,2023-10-07,2023-10-07 09:00:00,JOB000644,CANCELLED,2023-10-01,2023-10-18,2024-10-17
645,645,Reinstatement,2023-10-08,2023-10-08 09:00:00,JOB000645,PENDING,2023-09-28,2023-10-21,2024-10-20
646,646,New Business,2023-10-09,2023-10-09 09:00:00,JOB000646,IN_PROGRESS,2023-10-09,2023-10-18,2024-10-17
647,647,Renewal,2023-10-10,2023-10-10 09:00:00,JOB000647,COMPLETED,2023-10-01,2023-10-19,2024-10-18
648,648,Endorsement,2023-10-11,2023-10-11 09:00:00,JOB000648,CANCELLED,2023-10-06,2023-10-14,2024-10-13
649,649,Cancellation,2023-10-12,2023-10-12 09:00:00,JOB000649,PENDING,2023-10-03,2023-10-18,2024-10-17
650,650,Reinstatement,2023-10-13,2023-10-13 09:00:00,JOB000650,IN_PROGRESS,2023-10-11,2023-10-28,2024-10-27
651,651,New Business,2023-10-14,2023-10-14 09:00:00,JOB000651,COMPLETED,2023-10-11,2023-10-17,2024-10-16
652,652,Renewal,2023-10-15,2023-10-15 09:00:00,JOB000652,CANCELLED,2023-10-10,2023-10-26,2024-10-25
653,653,Endorsement,2023-10-16,2023-10-16 09:00:00,JOB000653,PENDING,2023-10-15,2023-10-24,2024-10-23
654,654,Cancellation,2023-10-17,2023-10-17 09:00:00,JOB000654,IN_PROGRESS,2023-10-08,2023-10-24,2024-10-23
655,655,Reinstatement,2023-10-18,2023-10-18 09:00:00,JOB000655,COMPLETED,2023-10-12,2023-10-18,2024-10-17
