policy_period_id,policy_id,job_id,term_number,effective_date,expiration_date,period_status,written_date,transaction_effective_date
328,328,328,3,2022-11-25,2023-11-25,ENDED,2022-11-20,2022-11-23
329,329,329,4,2022-11-26,2023-11-26,ACTIVE,2022-11-17,2022-11-17
330,330,330,5,2022-11-27,2023-11-27,EXPIRED,2022-11-22,2022-11-24
331,331,331,1,2022-11-28,2023-11-28,CANCELLED,2022-11-24,2022-11-27
332,332,332,2,2022-11-29,2023-11-29,ENDED,2022-11-16,2022-11-20
333,333,333,3,2022-11-30,2023-11-30,ACTIVE,2022-11-20,2022-11-25
334,334,334,4,2022-12-01,2023-12-01,EXPIRED,2022-11-25,2022-11-28
335,335,335,5,2022-12-02,2023-12-02,CANCELLED,2022-11-24,2022-11-27
336,336,336,1,2022-12-03,2023-12-03,ENDED,2022-11-22,2022-11-23
337,337,337,2,2022-12-04,2023-12-04,ACTIVE,2022-11-25,2022-11-28
338,338,338,3,2022-12-05,2023-12-05,EXPIRED,2022-11-22,2022-11-27
339,339,339,4,2022-12-06,2023-12-06,CANCELLED,2022-12-03,2022-12-08
340,340,340,5,2022-12-07,2023-12-07,ENDED,2022-12-05,2022-12-07
341,341,341,1,2022-12-08,2023-12-08,ACTIVE,2022-11-29,2022-12-04
342,342,342,2,2022-12-09,2023-12-09,EXPIRED,2022-11-28,2022-12-02
343,343,343,3,2022-12-10,2023-12-10,CANCELLED,2022-12-04,2022-12-04
344,344,344,4,2022-12-11,2023-12-11,ENDED,2022-11-27,2022-11-28
345,345,345,5,2022-12-12,2023-12-12,ACTIVE,2022-12-01,2022-12-03
346,346,346,1,2022-12-13,2023-12-13,EXPIRED,2022-12-09,2022-12-10
347,347,347,2,2022-12-14,2023-12-14,CANCELLED,2022-12-11,2022-12-11
348,348,348,3,2022-12-15,2023-12-15,ENDED,2022-12-14,2022-12-15
349,349,349,4,2022-12-16,2023-12-16,ACTIVE,2022-12-08,2022-12-12
350,350,350,5,2022-12-17,2023-12-17,EXPIRED,2022-12-03,2022-12-03
351,351,351,1,2022-12-18,2023-12-18,CANCELLED,2022-12-10,2022-12-13
352,352,352,2,2022-12-19,2023-12-19,ENDED,2022-12-04,2022-12-09
353,353,353,3,2022-12-20,2023-12-20,ACTIVE,2022-12-10,2022-12-11
354,354,354,4,2022-12-21,2023-12-21,EXPIRED,2022-12-09,2022-12-14
355,355,355,5,2022-12-22,2023-12-22,CANCELLED,2022-12-15,2022-12-18
356,356,356,1,2022-12-23,2023-12-23,ENDED,2022-12-16,2022-12-17
357,357,357,2,2022-12-24,2023-12-24,ACTIVE,2022-12-21,2022-12-26
358,358,358,3,2022-12-25,2023-12-25,EXPIRED,2022-12-13,2022-12-13
359,359,359,4,2022-12-26,2023-12-26,CANCELLED,2022-12-11,2022-12-11
360,360,360,5,2022-12-27,2023-12-27,ENDED,2022-12-14,2022-12-17
361,361,361,1,2022-12-28,2023-12-28,ACTIVE,2022-12-24,2022-12-25
362,362,362,2,2022-12-29,2023-12-29,EXPIRED,2022-12-16,2022-12-21
363,363,363,3,2022-12-30,2023-12-30,CANCELLED,2022-12-21,2022-12-24
364,364,364,4,2022-12-31,2023-12-31,ENDED,2022-12-30,2023-01-03
365,365,365,5,2023-01-01,2024-01-01,ACTIVE,2022-12-28,2022-12-28
366,366,366,1,2023-01-02,2024-01-02,EXPIRED,2022-12-25,2022-12-26
367,367,367,2,2023-01-03,2024-01-03,CANCELLED,2022-12-21,2022-12-24
368,368,368,3,2023-01-04,2024-01-04,ENDED,2022-12-24,2022-12-28
369,369,369,4,2023-01-05,2024-01-05,ACTIVE,2022-12-27,2022-12-31
370,370,370,5,2023-01-06,2024-01-06,EXPIRED,2022-12-31,2023-01-03
371,371,371,1,2023-01-07,2024-01-07,CANCELLED,2022-12-28,2023-01-02
372,372,372,2,2023-01-08,2024-01-08,ENDED,2022-12-24,2022-12-28
373,373,373,3,2023-01-09,2024-01-09,ACTIVE,2023-01-02,2023-01-06
374,374,374,4,2023-01-10,2024-01-10,EXPIRED,2023-01-02,2023-01-03
375,375,375,5,2023-01-11,2024-01-11,CANCELLED,2022-12-30,2023-01-02
376,376,376,1,2023-01-12,2024-01-12,ENDED,2023-01-04,2023-01-06
377,377,377,2,2023-01-13,2024-01-13,ACTIVE,2022-12-31,2023-01-01
378,378,378,3,2023-01-14,2024-01-14,EXPIRED,2022-12-31,2023-01-05
379,379,379,4,2023-01-15,2024-01-15,CANCELLED,2023-01-10,2023-01-14
380,380,380,5,2023-01-16,2024-01-16,ENDED,2023-01-08,2023-01-13
381,381,381,1,2023-01-17,2024-01-17,ACTIVE,2023-01-13,2023-01-15
382,382,382,2,2023-01-18,2024-01-18,EXPIRED,2023-01-10,2023-01-10
383,383,383,3,2023-01-19,2024-01-19,CANCELLED,2023-01-07,2023-01-09
384,384,384,4,2023-01-20,2024-01-20,ENDED,2023-01-16,2023-01-18
385,385,385,5,2023-01-21,2024-01-21,ACTIVE,2023-01-15,2023-01-17
386,386,386,1,2023-01-22,2024-01-22,EXPIRED,2023-01-07,2023-01-11
387,387,387,2,2023-01-23,2024-01-23,CANCELLED,2023-01-21,2023-01-22
388,388,388,3,2023-01-24,2024-01-24,ENDED,2023-01-21,2023-01-22
389,389,389,4,2023-01-25,2024-01-25,ACTIVE,2023-01-18,2023-01-23
390,390,390,5,2023-01-26,2024-01-26,EXPIRED,2023-01-23,2023-01-28
391,391,391,1,2023-01-27,2024-01-27,CANCELLED,2023-01-23,2023-01-23
392,392,392,2,2023-01-28,2024-01-28,ENDED,2023-01-21,2023-01-24
393,393,393,3,2023-01-29,2024-01-29,ACTIVE,2023-01-23,2023-01-27
394,394,394,4,2023-01-30,2024-01-30,EXPIRED,2023-01-22,2023-01-25
395,395,395,5,2023-01-31,2024-01-31,CANCELLED,2023-01-30,2023-01-31
396,396,396,1,2023-02-01,2024-02-01,ENDED,2023-01-18,2023-01-21
397,397,397,2,2023-02-02,2024-02-02,ACTIVE,2023-01-26,2023-01-30
398,398,398,3,2023-02-03,2024-02-03,EXPIRED,2023-01-22,2023-01-22
399,399,399,4,2023-02-04,2024-02-04,CANCELLED,2023-01-21,2023-01-25
400,400,400,5,2023-02-05,2024-02-05,ENDED,2023-01-29,2023-02-01
401,401,401,1,2023-02-06,2024-02-06,ACTIVE,2023-02-05,2023-02-07
402,402,402,2,2023-02-07,2024-02-07,EXPIRED,2023-02-02,2023-02-05
403,403,403,3,2023-02-08,2024-02-08,CANCELLED,2023-01-25,2023-01-28
404,404,404,4,2023-02-09,2024-02-09,ENDED,2023-01-31,2023-02-05
405,405,405,5,2023-02-10,2024-02-10,ACTIVE,2023-01-29,2023-02-02
406,406,406,1,2023-02-11,2024-02-11,EXPIRED,2023-01-29,2023-02-02
407,407,407,2,2023-02-12,2024-02-12,CANCELLED,2023-01-28,2023-01-29
408,408,408,3,2023-02-13,2024-02-13,ENDED,2023-02-05,2023-02-06
409,409,409,4,2023-02-14,2024-02-14,ACTIVE,2023-02-09,2023-02-12
410,410,410,5,2023-02-15,2024-02-15,EXPIRED,2023-02-07,2023-02-07
411,411,411,1,2023-02-16,2024-02-16,CANCELLED,2023-02-09,2023-02-11
412,412,412,2,2023-02-17,2024-02-17,ENDED,2023-02-06,2023-02-11
413,413,413,3,2023-02-18,2024-02-18,ACTIVE,2023-02-05,2023-02-08
414,414,414,4,2023-02-19,2024-02-19,EXPIRED,2023-02-07,2023-02-08
415,415,415,5,2023-02-20,2024-02-20,CANCELLED,2023-02-06,2023-02-09
416,416,416,1,2023-02-21,2024-02-21,ENDED,2023-02-06,2023-02-07
417,417,417,2,2023-02-22,2024-02-22,ACTIVE,2023-02-12,2023-02-16
418,418,418,3,2023-02-23,2024-02-23,EXPIRED,2023-02-22,2023-02-25
419,419,419,4,2023-02-24,2024-02-24,CANCELLED,2023-02-14,2023-02-18
420,420,420,5,2023-02-25,2024-02-25,ENDED,2023-02-14,2023-02-14
421,421,421,1,2023-02-26,2024-02-26,ACTIVE,2023-02-24,2023-03-01
422,422,422,2,2023-02-27,2024-02-27,EXPIRED,2023-02-20,2023-02-21
423,423,423,3,2023-02-28,2024-02-28,CANCELLED,2023-02-14,2023-02-17
424,424,424,4,2023-03-01,2024-02-29,ENDED,2023-02-26,2023-02-26
425,425,425,5,2023-03-02,2024-03-01,ACTIVE,2023-02-25,2023-02-28
426,426,426,1,2023-03-03,2024-03-02,EXPIRED,2023-02-25,2023-02-26
427,427,427,2,2023-03-04,2024-03-03,CANCELLED,2023-02-24,2023-02-26
428,428,428,3,2023-03-05,2024-03-04,ENDED,2023-02-27,2023-03-02
429,429,429,4,2023-03-06,2024-03-05,ACTIVE,2023-03-01,2023-03-04
430,430,430,5,2023-03-07,2024-03-06,EXPIRED,2023-03-02,2023-03-02
431,431,431,1,2023-03-08,2024-03-07,CANCELLED,2023-02-28,2023-02-28
432,432,432,2,2023-03-09,2024-03-08,ENDED,2023-02-25,2023-03-01
433,433,433,3,2023-03-10,2024-03-09,ACTIVE,2023-03-09,2023-03-11
434,434,434,4,2023-03-11,2024-03-10,EXPIRED,2023-03-07,2023-03-12
435,435,435,5,2023-03-12,2024-03-11,CANCELLED,2023-03-10,2023-03-15
436,436,436,1,2023-03-13,2024-03-12,ENDED,2023-03-12,2023-03-12
437,437,437,2,2023-03-14,2024-03-13,ACTIVE,2023-03-10,2023-03-11
438,438,438,3,2023-03-15,2024-03-14,EXPIRED,2023-03-01,2023-03-01
439,439,439,4,2023-03-16,2024-03-15,CANCELLED,2023-03-06,2023-03-07
440,440,440,5,2023-03-17,2024-03-16,ENDED,2023-03-13,2023-03-14
441,441,441,1,2023-03-18,2024-03-17,ACTIVE,2023-03-10,2023-03-15
442,442,442,2,2023-03-19,2024-03-18,EXPIRED,2023-03-17,2023-03-21
443,443,443,3,2023-03-20,2024-03-19,CANCELLED,2023-03-16,2023-03-19
444,444,444,4,2023-03-21,2024-03-20,ENDED,2023-03-09,2023-03-11
445,445,445,5,2023-03-22,2024-03-21,ACTIVE,2023-03-09,2023-03-11
446,446,446,1,2023-03-23,2024-03-22,EXPIRED,2023-03-20,2023-03-24
447,447,447,2,2023-03-24,2024-03-23,CANCELLED,2023-03-14,2023-03-19
448,448,448,3,2023-03-25,2024-03-24,ENDED,2023-03-13,2023-03-13
449,449,449,4,2023-03-26,2024-03-25,ACTIVE,2023-03-13,2023-03-14
450,450,450,5,2023-03-27,2024-03-26,EXPIRED,2023-03-22,2023-03-22
451,451,451,1,2023-03-28,2024-03-27,CANCELLED,2023-03-18,2023-03-18
452,452,452,2,2023-03-29,2024-03-28,ENDED,2023-03-14,2023-03-16
453,453,453,3,2023-03-30,2024-03-29,ACTIVE,2023-03-20,2023-03-25
454,454,454,4,2023-03-31,2024-03-30,EXPIRED,2023-03-16,2023-03-19
455,455,455,5,2023-04-01,2024-03-31,CANCELLED,2023-03-25,2023-03-30
456,456,456,1,2023-04-02,2024-04-01,ENDED,2023-03-29,2023-03-29
457,457,457,2,2023-04-03,2024-04-02,ACTIVE,2023-03-24,2023-03-29
458,458,458,3,2023-04-04,2024-04-03,EXPIRED,2023-03-21,2023-03-26
459,459,459,4,2023-04-05,2024-04-04,CANCELLED,2023-04-01,2023-04-01
460,460,460,5,2023-04-06,2024-04-05,ENDED,2023-03-25,2023-03-27
461,461,461,1,2023-04-07,2024-04-06,ACTIVE,2023-03-24,2023-03-29
462,462,462,2,2023-04-08,2024-04-07,EXPIRED,2023-03-29,2023-03-29
463,463,463,3,2023-04-09,2024-04-08,CANCELLED,2023-03-27,2023-03-31
464,464,464,4,2023-04-10,2024-04-09,ENDED,2023-03-28,2023-03-28
465,465,465,5,2023-04-11,2024-04-10,ACTIVE,2023-04-05,2023-04-09
466,466,466,1,2023-04-12,2024-04-11,EXPIRED,2023-04-05,2023-04-10
467,467,467,2,2023-04-13,2024-04-12,CANCELLED,2023-04-07,2023-04-07
468,468,468,3,2023-04-14,2024-04-13,ENDED,2023-04-05,2023-04-10
469,469,469,4,2023-04-15,2024-04-14,ACTIVE,2023-04-09,2023-04-09
470,470,470,5,2023-04-16,2024-04-15,EXPIRED,2023-04-02,2023-04-05
471,471,471,1,2023-04-17,2024-04-16,CANCELLED,2023-04-03,2023-04-06
472,472,472,2,2023-04-18,2024-04-17,ENDED,2023-04-16,2023-04-19
473,473,473,3,2023-04-19,2024-04-18,ACTIVE,2023-04-13,2023-04-18
474,474,474,4,2023-04-20,2024-04-19,EXPIRED,2023-04-05,2023-04-08
475,475,475,5,2023-04-21,2024-04-20,CANCELLED,2023-04-09,2023-04-10
476,476,476,1,2023-04-22,2024-04-21,ENDED,2023-04-15,2023-04-16
477,477,477,2,2023-04-23,2024-04-22,ACTIVE,2023-04-11,2023-04-15
478,478,478,3,2023-04-24,2024-04-23,EXPIRED,2023-04-13,2023-04-15
479,479,479,4,2023-04-25,2024-04-24,CANCELLED,2023-04-15,2023-04-19
480,480,480,5,2023-04-26,2024-04-25,ENDED,2023-04-13,2023-04-16
481,481,481,1,2023-04-27,2024-04-26,ACTIVE,2023-04-19,2023-04-22
482,482,482,2,2023-04-28,2024-04-27,EXPIRED,2023-04-14,2023-04-19
483,483,483,3,2023-04-29,2024-04-28,CANCELLED,2023-04-19,2023-04-21
484,484,484,4,2023-04-30,2024-04-29,ENDED,2023-04-24,2023-04-25
485,485,485,5,2023-05-01,2024-04-30,ACTIVE,2023-04-17,2023-04-17
486,486,486,1,2023-05-02,2024-05-01,EXPIRED,2023-04-27,2023-04-30
487,487,487,2,2023-05-03,2024-05-02,CANCELLED,2023-04-29,2023-05-02
488,488,488,3,2023-05-04,2024-05-03,ENDED,2023-04-24,2023-04-28
489,489,489,4,2023-05-05,2024-05-04,ACTIVE,2023-04-24,2023-04-27
490,490,490,5,2023-05-06,2024-05-05,EXPIRED,2023-04-30,2023-04-30
491,491,491,1,2023-05-07,2024-05-06,CANCELLED,2023-04-29,2023-05-01
492,492,492,2,2023-05-08,2024-05-07,ENDED,2023-05-05,2023-05-08
493,493,493,3,2023-05-09,2024-05-08,ACTIVE,2023-05-05,2023-05-07
494,494,494,4,2023-05-10,2024-05-09,EXPIRED,2023-04-27,2023-04-29
495,495,495,5,2023-05-11,2024-05-10,CANCELLED,2023-05-05,2023-05-07
496,496,496,1,2023-05-12,2024-05-11,ENDED,2023-04-27,2023-05-01
497,497,497,2,2023-05-13,2024-05-12,ACTIVE,2023-05-01,2023-05-03
498,498,498,3,2023-05-14,2024-05-13,EXPIRED,2023-05-05,2023-05-05
499,499,499,4,2023-05-15,2024-05-14,CANCELLED,2023-05-06,2023-05-07
500,500,500,5,2023-05-16,2024-05-15,ENDED,2023-05-14,2023-05-15
501,501,501,1,2023-05-17,2024-05-16,ACTIVE,2023-05-05,2023-05-08
502,502,502,2,2023-05-18,2024-05-17,EXPIRED,2023-05-10,2023-05-14
503,503,503,3,2023-05-19,2024-05-18,CANCELLED,2023-05-06,2023-05-07
504,504,504,4,2023-05-20,2024-05-19,ENDED,2023-05-08,2023-05-11
505,505,505,5,2023-05-21,2024-05-20,ACTIVE,2023-05-10,2023-05-15
506,506,506,1,2023-05-22,2024-05-21,EXPIRED,2023-05-14,2023-05-17
507,507,507,2,2023-05-23,2024-05-22,CANCELLED,2023-05-10,2023-05-10
508,508,508,3,2023-05-24,2024-05-23,ENDED,2023-05-22,2023-05-24
509,509,509,4,2023-05-25,2024-05-24,ACTIVE,2023-05-21,2023-05-24
510,510,510,5,2023-05-26,2024-05-25,EXPIRED,2023-05-14,2023-05-15
511,511,511,1,2023-05-27,2024-05-26,CANCELLED,2023-05-22,2023-05-27
512,512,512,2,2023-05-28,2024-05-27,ENDED,2023-05-18,2023-05-20
513,513,513,3,2023-05-29,2024-05-28,ACTIVE,2023-05-21,2023-05-25
514,514,514,4,2023-05-30,2024-05-29,EXPIRED,2023-05-21,2023-05-23
515,515,515,5,2023-05-31,2024-05-30,CANCELLED,2023-05-24,2023-05-29
516,516,516,1,2023-06-01,2024-05-31,ENDED,2023-05-23,2023-05-25
517,517,517,2,2023-06-02,2024-06-01,ACTIVE,2023-05-27,2023-06-01
518,518,518,3,2023-06-03,2024-06-02,EXPIRED,2023-05-26,2023-05-28
519,519,519,4,2023-06-04,2024-06-03,CANCELLED,2023-05-30,2023-06-01
520,520,520,5,2023-06-05,2024-06-04,ENDED,2023-06-01,2023-06-01
521,521,521,1,2023-06-06,2024-06-05,ACTIVE,2023-05-25,2023-05-26
522,522,522,2,2023-06-07,2024-06-06,EXPIRED,2023-06-01,2023-06-01
523,523,523,3,2023-06-08,2024-06-07,CANCELLED,2023-05-27,2023-05-31
524,524,524,4,2023-06-09,2024-06-08,ENDED,2023-05-27,2023-06-01
525,525,525,5,2023-06-10,2024-06-09,ACTIVE,2023-06-07,2023-06-08
526,526,526,1,2023-06-11,2024-06-10,EXPIRED,2023-06-07,2023-06-12
527,527,527,2,2023-06-12,2024-06-11,CANCELLED,2023-06-04,2023-06-06
528,528,528,3,2023-06-13,2024-06-12,ENDED,2023-06-01,2023-06-05
529,529,529,4,2023-06-14,2024-06-13,ACTIVE,2023-06-01,2023-06-05
530,530,530,5,2023-06-15,2024-06-14,EXPIRED,2023-06-05,2023-06-07
531,531,531,1,2023-06-16,2024-06-15,CANCELLED,2023-06-14,2023-06-15
532,532,532,2,2023-06-17,2024-06-16,ENDED,2023-06-12,2023-06-13
533,533,533,3,2023-06-18,2024-06-17,ACTIVE,2023-06-12,2023-06-13
534,534,534,4,2023-06-19,2024-06-18,EXPIRED,2023-06-14,2023-06-14
535,535,535,5,2023-06-20,2024-06-19,CANCELLED,2023-06-08,2023-06-12
536,536,536,1,2023-06-21,2024-06-20,ENDED,2023-06-18,2023-06-20
537,537,537,2,2023-06-22,2024-06-21,ACTIVE,2023-06-21,2023-06-21
538,538,538,3,2023-06-23,2024-06-22,EXPIRED,2023-06-14,2023-06-16
539,539,539,4,2023-06-24,2024-06-23,CANCELLED,2023-06-12,2023-06-13
540,540,540,5,2023-06-25,2024-06-24,ENDED,2023-06-14,2023-06-17
541,541,541,1,2023-06-26,2024-06-25,ACTIVE,2023-06-24,2023-06-24
542,542,542,2,2023-06-27,2024-06-26,EXPIRED,2023-06-17,2023-06-19
543,543,543,3,2023-06-28,2024-06-27,CANCELLED,2023-06-20,2023-06-23
544,544,544,4,2023-06-29,2024-06-28,ENDED,2023-06-21,2023-06-23
545,545,545,5,2023-06-30,2024-06-29,ACTIVE,2023-06-27,2023-06-27
546,546,546,1,2023-07-01,2024-06-30,EXPIRED,2023-06-26,2023-06-29
547,547,547,2,2023-07-02,2024-07-01,CANCELLED,2023-06-30,2023-06-30
548,548,548,3,2023-07-03,2024-07-02,ENDED,2023-06-26,2023-06-29
549,549,549,4,2023-07-04,2024-07-03,ACTIVE,2023-07-02,2023-07-06
550,550,550,5,2023-07-05,2024-07-04,EXPIRED,2023-06-24,2023-06-29
551,551,551,1,2023-07-06,2024-07-05,CANCELLED,2023-07-05,2023-07-06
552,552,552,2,2023-07-07,2024-07-06,ENDED,2023-07-04,2023-07-08
553,553,553,3,2023-07-08,2024-07-07,ACTIVE,2023-07-03,2023-07-03
554,554,554,4,2023-07-09,2024-07-08,EXPIRED,2023-07-05,2023-07-05
555,555,555,5,2023-07-10,2024-07-09,CANCELLED,2023-07-01,2023-07-04
556,556,556,1,2023-07-11,2024-07-10,ENDED,2023-07-01,2023-07-05
557,557,557,2,2023-07-12,2024-07-11,ACTIVE,2023-06-29,2023-07-03
558,558,558,3,2023-07-13,2024-07-12,EXPIRED,2023-07-09,2023-07-13
559,559,559,4,2023-07-14,2024-07-13,CANCELLED,2023-07-07,2023-07-10
560,560,560,5,2023-07-15,2024-07-14,ENDED,2023-06-30,2023-07-03
561,561,561,1,2023-07-16,2024-07-15,ACTIVE,2023-07-11,2023-07-15
562,562,562,2,2023-07-17,2024-07-16,EXPIRED,2023-07-10,2023-07-12
563,563,563,3,2023-07-18,2024-07-17,CANCELLED,2023-07-08,2023-07-12
564,564,564,4,2023-07-19,2024-07-18,ENDED,2023-07-18,2023-07-22
565,565,565,5,2023-07-20,2024-07-19,ACTIVE,2023-07-08,2023-07-08
566,566,566,1,2023-07-21,2024-07-20,EXPIRED,2023-07-08,2023-07-09
567,567,567,2,2023-07-22,2024-07-21,CANCELLED,2023-07-11,2023-07-12
568,568,568,3,2023-07-23,2024-07-22,ENDED,2023-07-18,2023-07-23
569,569,569,4,2023-07-24,2024-07-23,ACTIVE,2023-07-22,2023-07-23
570,570,570,5,2023-07-25,2024-07-24,EXPIRED,2023-07-21,2023-07-22
571,571,571,1,2023-07-26,2024-07-25,CANCELLED,2023-07-17,2023-07-17
572,572,572,2,2023-07-27,2024-07-26,ENDED,2023-07-24,2023-07-24
573,573,573,3,2023-07-28,2024-07-27,ACTIVE,2023-07-21,2023-07-24
574,574,574,4,2023-07-29,2024-07-28,EXPIRED,2023-07-17,2023-07-21
575,575,575,5,2023-07-30,2024-07-29,CANCELLED,2023-07-22,2023-07-24
576,576,576,1,2023-07-31,2024-07-30,ENDED,2023-07-30,2023-07-31
577,577,577,2,2023-08-01,2024-07-31,ACTIVE,2023-07-27,2023-08-01
578,578,578,3,2023-08-02,2024-08-01,EXPIRED,2023-07-28,2023-08-02
579,579,579,4,2023-08-03,2024-08-02,CANCELLED,2023-07-20,2023-07-23
580,580,580,5,2023-08-04,2024-08-03,ENDED,2023-08-02,2023-08-07
581,581,581,1,2023-08-05,2024-08-04,ACTIVE,2023-08-01,2023-08-03
582,582,582,2,2023-08-06,2024-08-05,EXPIRED,2023-07-24,2023-07-29
583,583,583,3,2023-08-07,2024-08-06,CANCELLED,2023-07-28,2023-08-02
584,584,584,4,2023-08-08,2024-08-07,ENDED,2023-07-26,2023-07-27
585,585,585,5,2023-08-09,2024-08-08,ACTIVE,2023-08-02,2023-08-02
586,586,586,1,2023-08-10,2024-08-09,EXPIRED,2023-08-01,2023-08-02
587,587,587,2,2023-08-11,2024-08-10,CANCELLED,2023-07-31,2023-08-01
588,588,588,3,2023-08-12,2024-08-11,ENDED,2023-07-28,2023-07-30
589,589,589,4,2023-08-13,2024-08-12,ACTIVE,2023-07-30,2023-07-31
590,590,590,5,2023-08-14,2024-08-13,EXPIRED,2023-08-12,2023-08-12
591,591,591,1,2023-08-15,2024-08-14,CANCELLED,2023-08-12,2023-08-14
592,592,592,2,2023-08-16,2024-08-15,ENDED,2023-08-06,2023-08-11
593,593,593,3,2023-08-17,2024-08-16,ACTIVE,2023-08-03,2023-08-07
594,594,594,4,2023-08-18,2024-08-17,EXPIRED,2023-08-03,2023-08-05
595,595,595,5,2023-08-19,2024-08-18,CANCELLED,2023-08-11,2023-08-11
596,596,596,1,2023-08-20,2024-08-19,ENDED,2023-08-12,2023-08-17
597,597,597,2,2023-08-21,2024-08-20,ACTIVE,2023-08-16,2023-08-21
598,598,598,3,2023-08-22,2024-08-21,EXPIRED,2023-08-15,2023-08-17
599,599,599,4,2023-08-23,2024-08-22,CANCELLED,2023-08-14,2023-08-18
600,600,600,5,2023-08-24,2024-08-23,ENDED,2023-08-16,2023-08-19
601,601,601,1,2023-08-25,2024-08-24,ACTIVE,2023-08-23,2023-08-27
602,602,602,2,2023-08-26,2024-08-25,EXPIRED,2023-08-25,2023-08-28
603,603,603,3,2023-08-27,2024-08-26,CANCELLED,2023-08-15,2023-08-17
604,604,604,4,2023-08-28,2024-08-27,ENDED,2023-08-18,2023-08-20
605,605,605,5,2023-08-29,2024-08-28,ACTIVE,2023-08-28,2023-08-28
606,606,606,1,2023-08-30,2024-08-29,EXPIRED,2023-08-26,2023-08-31
607,607,607,2,2023-08-31,2024-08-30,CANCELLED,2023-08-17,2023-08-21
608,608,608,3,2023-09-01,2024-08-31,ENDED,2023-08-22,2023-08-22
609,609,609,4,2023-09-02,2024-09-01,ACTIVE,2023-08-20,2023-08-25
610,610,610,5,2023-09-03,2024-09-02,EXPIRED,2023-08-20,2023-08-22
611,611,611,1,2023-09-04,2024-09-03,CANCELLED,2023-08-25,2023-08-25
612,612,612,2,2023-09-05,2024-09-04,ENDED,2023-08-23,2023-08-24
613,613,613,3,2023-09-06,2024-09-05,ACTIVE,2023-08-29,2023-09-02
614,614,614,4,2023-09-07,2024-09-06,EXPIRED,2023-08-27,2023-08-30
615,615,615,5,2023-09-08,2024-09-07,CANCELLED,2023-08-24,2023-08-26
616,616,616,1,2023-09-09,2024-09-08,ENDED,2023-09-06,2023-09-10
617,617,617,2,2023-09-10,2024-09-09,ACTIVE,2023-09-03,2023-09-08
618,618,618,3,2023-09-11,2024-09-10,EXPIRED,2023-08-28,2023-08-31
619,619,619,4,2023-09-12,2024-09-11,CANCELLED,2023-09-10,2023-09-13
620,620,620,5,2023-09-13,2024-09-12,ENDED,2023-09-07,2023-09-10
621,621,621,1,2023-09-14,2024-09-13,ACTIVE,2023-09-08,2023-09-10
622,622,622,2,2023-09-15,2024-09-14,EXPIRED,2023-09-04,2023-09-04
623,623,623,3,2023-09-16,2024-09-15,CANCELLED,2023-09-02,2023-09-03
624,624,624,4,2023-09-17,2024-09-16,ENDED,2023-09-11,2023-09-14
625,625,625,5,2023-09-18,2024-09-17,ACTIVE,2023-09-06,2023-09-09
626,626,626,1,2023-09-19,2024-09-18,EXPIRED,2023-09-14,2023-09-19
627,627,627,2,2023-09-20,2024-09-19,CANCELLED,2023-09-13,2023-09-17
628,628,628,3,2023-09-21,2024-09-20,ENDED,2023-09-20,2023-09-23
629,629,629,4,2023-09-22,2024-09-21,ACTIVE,2023-09-20,2023-09-22
630,630,630,5,2023-09-23,2024-09-22,EXPIRED,2023-09-18,2023-09-20
631,631,631,1,2023-09-24,2024-09-23,CANCELLED,2023-09-22,2023-09-25
632,632,632,2,2023-09-25,2024-09-24,ENDED,2023-09-11,2023-09-15
633,633,633,3,2023-09-26,2024-09-25,ACTIVE,2023-09-12,2023-09-12
634,634,634,4,2023-09-27,2024-09-26,EXPIRED,2023-09-16,2023-09-20
635,635,635,5,2023-09-28,2024-09-27,CANCELLED,2023-09-20,2023-09-23
636,636,636,1,2023-09-29,2024-09-28,ENDED,2023-09-28,2023-09-29
637,637,637,2,2023-09-30,2024-09-29,ACTIVE,2023-09-21,2023-09-23
638,638,638,3,2023-10-01,2024-09-30,EXPIRED,2023-09-21,2023-09-24
639,639,639,4,2023-10-02,2024-10-01,CANCELLED,2023-09-21,2023-09-24
640,640,640,5,2023-10-03,2024-10-02,ENDED,2023-09-20,2023-09-20
641,641,641,1,2023-10-04,2024-10-03,ACTIVE,2023-09-30,2023-10-02
642,642,642,2,2023-10-05,2024-10-04,EXPIRED,2023-09-26,2023-09-27
643,643,643,3,2023-10-06,2024-10-05,CANCELLED,2023-09-21,2023-09-23
644,644,644,4,2023-10-07,2024-10-06,ENDED,2023-09-29,2023-10-04
645,645,645,5,2023-10-08,2024-10-07,ACTIVE,2023-09-30,2023-09-30
646,646,646,1,2023-10-09,2024-10-08,EXPIRED,2023-10-08,2023-10-13
647,647,647,2,2023-10-10,2024-10-09,CANCELLED,2023-09-30,2023-10-01
648,648,648,3,2023-10-11,2024-10-10,ENDED,2023-09-29,2023-09-30
649,649,649,4,2023-10-12,2024-10-11,ACTIVE,2023-10-07,2023-10-11
650,650,650,5,2023-10-13,2024-10-12,EXPIRED,2023-10-12,2023-10-16
651,651,651,1,2023-10-14,2024-10-13,CANCELLED,2023-10-07,2023-10-07
652,652,652,2,2023-10-15,2024-10-14,ENDED,2023-10-11,2023-10-11
653,653,653,3,2023-10-16,2024-10-15,ACTIVE,2023-10-08,2023-10-08
654,654,654,4,2023-10-17,2024-10-16,EXPIRED,2023-10-06,2023-10-07
655,655,655,5,2023-10-18,2024-10-17,CANCELLED,2023-10-10,2023-10-15
