account_id,account_number,account_name,industry_type,state_code,account_status,created_date,updated_timestamp
500,ACC100500,Commercial Account 0500,Manufacturing,IL,CLOSED,2022-05-16,2022-06-05 09:00:00
501,ACC100501,Commercial Account 0501,Technology,CA,ACTIVE,2022-05-17,2022-06-07 09:00:00
502,ACC100502,Commercial Account 0502,Transportation,TX,ACTIVE,2022-05-18,2022-06-09 09:00:00
503,ACC100503,Commercial Account 0503,Healthcare,FL,ACTIVE,2022-05-19,2022-06-11 09:00:00
504,ACC100504,Commercial Account 0504,Hospitality,NY,ACTIVE,2022-05-20,2022-06-13 09:00:00
505,ACC100505,Commercial Account 0505,Retail,IL,ACTIVE,2022-05-21,2022-06-15 09:00:00
506,ACC100506,Commercial Account 0506,Construction,CA,ACTIVE,2022-05-22,2022-06-17 09:00:00
507,ACC100507,Commercial Account 0507,Manufacturing,TX,ACTIVE,2022-05-23,2022-06-19 09:00:00
508,ACC100508,Commercial Account 0508,Technology,FL,ACTIVE,2022-05-24,2022-06-21 09:00:00
509,ACC100509,Commercial Account 0509,Transportation,NY,ACTIVE,2022-05-25,2022-06-23 09:00:00
510,ACC100510,Commercial Account 0510,Healthcare,IL,INACTIVE,2022-05-26,2022-05-26 09:00:00
511,ACC100511,Commercial Account 0511,Hospitality,CA,ACTIVE,2022-05-27,2022-05-28 09:00:00
512,ACC100512,Commercial Account 0512,Retail,TX,ACTIVE,2022-05-28,2022-05-30 09:00:00
513,ACC100513,Commercial Account 0513,Construction,FL,ACTIVE,2022-05-29,2022-06-01 09:00:00
514,ACC100514,Commercial Account 0514,Manufacturing,NY,ACTIVE,2022-05-30,2022-06-03 09:00:00
515,ACC100515,Commercial Account 0515,Technology,IL,ACTIVE,2022-05-31,2022-06-05 09:00:00
516,ACC100516,Commercial Account 0516,Transportation,CA,ACTIVE,2022-06-01,2022-06-07 09:00:00
517,ACC100517,Commercial Account 0517,Healthcare,TX,ACTIVE,2022-06-02,2022-06-09 09:00:00
518,ACC100518,Commercial Account 0518,Hospitality,FL,ACTIVE,2022-06-03,2022-06-11 09:00:00
519,ACC100519,Commercial Account 0519,Retail,NY,ACTIVE,2022-06-04,2022-06-13 09:00:00
520,ACC100520,Commercial Account 0520,Construction,IL,CLOSED,2022-06-05,2022-06-15 09:00:00
521,ACC100521,Commercial Account 0521,Manufacturing,CA,ACTIVE,2022-06-06,2022-06-17 09:00:00
522,ACC100522,Commercial Account 0522,Technology,TX,ACTIVE,2022-06-07,2022-06-19 09:00:00
523,ACC100523,Commercial Account 0523,Transportation,FL,ACTIVE,2022-06-08,2022-06-21 09:00:00
524,ACC100524,Commercial Account 0524,Healthcare,NY,ACTIVE,2022-06-09,2022-06-23 09:00:00
525,ACC100525,Commercial Account 0525,Hospitality,IL,ACTIVE,2022-06-10,2022-06-25 09:00:00
526,ACC100526,Commercial Account 0526,Retail,CA,ACTIVE,2022-06-11,2022-06-27 09:00:00
527,ACC100527,Commercial Account 0527,Construction,TX,ACTIVE,2022-06-12,2022-06-29 09:00:00
528,ACC100528,Commercial Account 0528,Manufacturing,FL,ACTIVE,2022-06-13,2022-07-01 09:00:00
529,ACC100529,Commercial Account 0529,Technology,NY,ACTIVE,2022-06-14,2022-07-03 09:00:00
530,ACC100530,Commercial Account 0530,Transportation,IL,INACTIVE,2022-06-15,2022-07-05 09:00:00
531,ACC100531,Commercial Account 0531,Healthcare,CA,ACTIVE,2022-06-16,2022-07-07 09:00:00
532,ACC100532,Commercial Account 0532,Hospitality,TX,ACTIVE,2022-06-17,2022-07-09 09:00:00
533,ACC100533,Commercial Account 0533,Retail,FL,ACTIVE,2022-06-18,2022-07-11 09:00:00
534,ACC100534,Commercial Account 0534,Construction,NY,ACTIVE,2022-06-19,2022-07-13 09:00:00
535,ACC100535,Commercial Account 0535,Manufacturing,IL,ACTIVE,2022-06-20,2022-07-15 09:00:00
536,ACC100536,Commercial Account 0536,Technology,CA,ACTIVE,2022-06-21,2022-07-17 09:00:00
537,ACC100537,Commercial Account 0537,Transportation,TX,ACTIVE,2022-06-22,2022-07-19 09:00:00
538,ACC100538,Commercial Account 0538,Healthcare,FL,ACTIVE,2022-06-23,2022-07-21 09:00:00
539,ACC100539,Commercial Account 0539,Hospitality,NY,ACTIVE,2022-06-24,2022-07-23 09:00:00
540,ACC100540,Commercial Account 0540,Retail,IL,CLOSED,2022-06-25,2022-06-25 09:00:00
541,ACC100541,Commercial Account 0541,Construction,CA,ACTIVE,2022-06-26,2022-06-27 09:00:00
542,ACC100542,Commercial Account 0542,Manufacturing,TX,ACTIVE,2022-06-27,2022-06-29 09:00:00
543,ACC100543,Commercial Account 0543,Technology,FL,ACTIVE,2022-06-28,2022-07-01 09:00:00
544,ACC100544,Commercial Account 0544,Transportation,NY,ACTIVE,2022-06-29,2022-07-03 09:00:00
545,ACC100545,Commercial Account 0545,Healthcare,IL,ACTIVE,2022-06-30,2022-07-05 09:00:00
546,ACC100546,Commercial Account 0546,Hospitality,CA,ACTIVE,2022-07-01,2022-07-07 09:00:00
547,ACC100547,Commercial Account 0547,Retail,TX,ACTIVE,2022-07-02,2022-07-09 09:00:00
548,ACC100548,Commercial Account 0548,Construction,FL,ACTIVE,2022-07-03,2022-07-11 09:00:00
549,ACC100549,Commercial Account 0549,Manufacturing,NY,ACTIVE,2022-07-04,2022-07-13 09:00:00
550,ACC100550,Commercial Account 0550,Technology,IL,INACTIVE,2022-07-05,2022-07-15 09:00:00
551,ACC100551,Commercial Account 0551,Transportation,CA,ACTIVE,2022-07-06,2022-07-17 09:00:00
552,ACC100552,Commercial Account 0552,Healthcare,TX,ACTIVE,2022-07-07,2022-07-19 09:00:00
553,ACC100553,Commercial Account 0553,Hospitality,FL,ACTIVE,2022-07-08,2022-07-21 09:00:00
554,ACC100554,Commercial Account 0554,Retail,NY,ACTIVE,2022-07-09,2022-07-23 09:00:00
555,ACC100555,Commercial Account 0555,Construction,IL,ACTIVE,2022-07-10,2022-07-25 09:00:00
556,ACC100556,Commercial Account 0556,Manufacturing,CA,ACTIVE,2022-07-11,2022-07-27 09:00:00
557,ACC100557,Commercial Account 0557,Technology,TX,ACTIVE,2022-07-12,2022-07-29 09:00:00
558,ACC100558,Commercial Account 0558,Transportation,FL,ACTIVE,2022-07-13,2022-07-31 09:00:00
559,ACC100559,Commercial Account 0559,Healthcare,NY,ACTIVE,2022-07-14,2022-08-02 09:00:00
560,ACC100560,Commercial Account 0560,Hospitality,IL,CLOSED,2022-07-15,2022-08-04 09:00:00
561,ACC100561,Commercial Account 0561,Retail,CA,ACTIVE,2022-07-16,2022-08-06 09:00:00
562,ACC100562,Commercial Account 0562,Construction,TX,ACTIVE,2022-07-17,2022-08-08 09:00:00
563,ACC100563,Commercial Account 0563,Manufacturing,FL,ACTIVE,2022-07-18,2022-08-10 09:00:00
564,ACC100564,Commercial Account 0564,Technology,NY,ACTIVE,2022-07-19,2022-08-12 09:00:00
565,ACC100565,Commercial Account 0565,Transportation,IL,ACTIVE,2022-07-20,2022-08-14 09:00:00
566,ACC100566,Commercial Account 0566,Healthcare,CA,ACTIVE,2022-07-21,2022-08-16 09:00:00
567,ACC100567,Commercial Account 0567,Hospitality,TX,ACTIVE,2022-07-22,2022-08-18 09:00:00
568,ACC100568,Commercial Account 0568,Retail,FL,ACTIVE,2022-07-23,2022-08-20 09:00:00
569,ACC100569,Commercial Account 0569,Construction,NY,ACTIVE,2022-07-24,2022-08-22 09:00:00
570,ACC100570,Commercial Account 0570,Manufacturing,IL,INACTIVE,2022-07-25,2022-07-25 09:00:00
571,ACC100571,Commercial Account 0571,Technology,CA,ACTIVE,2022-07-26,2022-07-27 09:00:00
572,ACC100572,Commercial Account 0572,Transportation,TX,ACTIVE,2022-07-27,2022-07-29 09:00:00
573,ACC100573,Commercial Account 0573,Healthcare,FL,ACTIVE,2022-07-28,2022-07-31 09:00:00
574,ACC100574,Commercial Account 0574,Hospitality,NY,ACTIVE,2022-07-29,2022-08-02 09:00:00
575,ACC100575,Commercial Account 0575,Retail,IL,ACTIVE,2022-07-30,2022-08-04 09:00:00
576,ACC100576,Commercial Account 0576,Construction,CA,ACTIVE,2022-07-31,2022-08-06 09:00:00
577,ACC100577,Commercial Account 0577,Manufacturing,TX,ACTIVE,2022-08-01,2022-08-08 09:00:00
578,ACC100578,Commercial Account 0578,Technology,FL,ACTIVE,2022-08-02,2022-08-10 09:00:00
579,ACC100579,Commercial Account 0579,Transportation,NY,ACTIVE,2022-08-03,2022-08-12 09:00:00
580,ACC100580,Commercial Account 0580,Healthcare,IL,CLOSED,2022-08-04,2022-08-14 09:00:00
581,ACC100581,Commercial Account 0581,Hospitality,CA,ACTIVE,2022-08-05,2022-08-16 09:00:00
582,ACC100582,Commercial Account 0582,Retail,TX,ACTIVE,2022-08-06,2022-08-18 09:00:00
583,ACC100583,Commercial Account 0583,Construction,FL,ACTIVE,2022-08-07,2022-08-20 09:00:00
584,ACC100584,Commercial Account 0584,Manufacturing,NY,ACTIVE,2022-08-08,2022-08-22 09:00:00
585,ACC100585,Commercial Account 0585,Technology,IL,ACTIVE,2022-08-09,2022-08-24 09:00:00
586,ACC100586,Commercial Account 0586,Transportation,CA,ACTIVE,2022-08-10,2022-08-26 09:00:00
587,ACC100587,Commercial Account 0587,Healthcare,TX,ACTIVE,2022-08-11,2022-08-28 09:00:00
588,ACC100588,Commercial Account 0588,Hospitality,FL,ACTIVE,2022-08-12,2022-08-30 09:00:00
589,ACC100589,Commercial Account 0589,Retail,NY,ACTIVE,2022-08-13,2022-09-01 09:00:00
590,ACC100590,Commercial Account 0590,Construction,IL,INACTIVE,2022-08-14,2022-09-03 09:00:00
591,ACC100591,Commercial Account 0591,Manufacturing,CA,ACTIVE,2022-08-15,2022-09-05 09:00:00
592,ACC100592,Commercial Account 0592,Technology,TX,ACTIVE,2022-08-16,2022-09-07 09:00:00
593,ACC100593,Commercial Account 0593,Transportation,FL,ACTIVE,2022-08-17,2022-09-09 09:00:00
594,ACC100594,Commercial Account 0594,Healthcare,NY,ACTIVE,2022-08-18,2022-09-11 09:00:00
595,ACC100595,Commercial Account 0595,Hospitality,IL,ACTIVE,2022-08-19,2022-09-13 09:00:00
596,ACC100596,Commercial Account 0596,Retail,CA,ACTIVE,2022-08-20,2022-09-15 09:00:00
597,ACC100597,Commercial Account 0597,Construction,TX,ACTIVE,2022-08-21,2022-09-17 09:00:00
598,ACC100598,Commercial Account 0598,Manufacturing,FL,ACTIVE,2022-08-22,2022-09-19 09:00:00
599,ACC100599,Commercial Account 0599,Technology,NY,ACTIVE,2022-08-23,2022-09-21 09:00:00
600,ACC100600,Commercial Account 0600,Transportation,IL,CLOSED,2022-08-24,2022-08-24 09:00:00
601,ACC100601,Commercial Account 0601,Healthcare,CA,ACTIVE,2022-08-25,2022-08-26 09:00:00
602,ACC100602,Commercial Account 0602,Hospitality,TX,ACTIVE,2022-08-26,2022-08-28 09:00:00
603,ACC100603,Commercial Account 0603,Retail,FL,ACTIVE,2022-08-27,2022-08-30 09:00:00
604,ACC100604,Commercial Account 0604,Construction,NY,ACTIVE,2022-08-28,2022-09-01 09:00:00
605,ACC100605,Commercial Account 0605,Manufacturing,IL,ACTIVE,2022-08-29,2022-09-03 09:00:00
606,ACC100606,Commercial Account 0606,Technology,CA,ACTIVE,2022-08-30,2022-09-05 09:00:00
607,ACC100607,Commercial Account 0607,Transportation,TX,ACTIVE,2022-08-31,2022-09-07 09:00:00
608,ACC100608,Commercial Account 0608,Healthcare,FL,ACTIVE,2022-09-01,2022-09-09 09:00:00
609,ACC100609,Commercial Account 0609,Hospitality,NY,ACTIVE,2022-09-02,2022-09-11 09:00:00
610,ACC100610,Commercial Account 0610,Retail,IL,INACTIVE,2022-09-03,2022-09-13 09:00:00
611,ACC100611,Commercial Account 0611,Construction,CA,ACTIVE,2022-09-04,2022-09-15 09:00:00
612,ACC100612,Commercial Account 0612,Manufacturing,TX,ACTIVE,2022-09-05,2022-09-17 09:00:00
613,ACC100613,Commercial Account 0613,Technology,FL,ACTIVE,2022-09-06,2022-09-19 09:00:00
614,ACC100614,Commercial Account 0614,Transportation,NY,ACTIVE,2022-09-07,2022-09-21 09:00:00
615,ACC100615,Commercial Account 0615,Healthcare,IL,ACTIVE,2022-09-08,2022-09-23 09:00:00
616,ACC100616,Commercial Account 0616,Hospitality,CA,ACTIVE,2022-09-09,2022-09-25 09:00:00
617,ACC100617,Commercial Account 0617,Retail,TX,ACTIVE,2022-09-10,2022-09-27 09:00:00
618,ACC100618,Commercial Account 0618,Construction,FL,ACTIVE,2022-09-11,2022-09-29 09:00:00
619,ACC100619,Commercial Account 0619,Manufacturing,NY,ACTIVE,2022-09-12,2022-10-01 09:00:00
620,ACC100620,Commercial Account 0620,Technology,IL,CLOSED,2022-09-13,2022-10-03 09:00:00
621,ACC100621,Commercial Account 0621,Transportation,CA,ACTIVE,2022-09-14,2022-10-05 09:00:00
622,ACC100622,Commercial Account 0622,Healthcare,TX,ACTIVE,2022-09-15,2022-10-07 09:00:00
623,ACC100623,Commercial Account 0623,Hospitality,FL,ACTIVE,2022-09-16,2022-10-09 09:00:00
624,ACC100624,Commercial Account 0624,Retail,NY,ACTIVE,2022-09-17,2022-10-11 09:00:00
625,ACC100625,Commercial Account 0625,Construction,IL,ACTIVE,2022-09-18,2022-10-13 09:00:00
626,ACC100626,Commercial Account 0626,Manufacturing,CA,ACTIVE,2022-09-19,2022-10-15 09:00:00
627,ACC100627,Commercial Account 0627,Technology,TX,ACTIVE,2022-09-20,2022-10-17 09:00:00
628,ACC100628,Commercial Account 0628,Transportation,FL,ACTIVE,2022-09-21,2022-10-19 09:00:00
629,ACC100629,Commercial Account 0629,Healthcare,NY,ACTIVE,2022-09-22,2022-10-21 09:00:00
630,ACC100630,Commercial Account 0630,Hospitality,IL,INACTIVE,2022-09-23,2022-09-23 09:00:00
631,ACC100631,Commercial Account 0631,Retail,CA,ACTIVE,2022-09-24,2022-09-25 09:00:00
632,ACC100632,Commercial Account 0632,Construction,TX,ACTIVE,2022-09-25,2022-09-27 09:00:00
633,ACC100633,Commercial Account 0633,Manufacturing,FL,ACTIVE,2022-09-26,2022-09-29 09:00:00
634,ACC100634,Commercial Account 0634,Technology,NY,ACTIVE,2022-09-27,2022-10-01 09:00:00
635,ACC100635,Commercial Account 0635,Transportation,IL,ACTIVE,2022-09-28,2022-10-03 09:00:00
636,ACC100636,Commercial Account 0636,Healthcare,CA,ACTIVE,2022-09-29,2022-10-05 09:00:00
637,ACC100637,Commercial Account 0637,Hospitality,TX,ACTIVE,2022-09-30,2022-10-07 09:00:00
638,ACC100638,Commercial Account 0638,Retail,FL,ACTIVE,2022-10-01,2022-10-09 09:00:00
639,ACC100639,Commercial Account 0639,Construction,NY,ACTIVE,2022-10-02,2022-10-11 09:00:00
640,ACC100640,Commercial Account 0640,Manufacturing,IL,CLOSED,2022-10-03,2022-10-13 09:00:00
641,ACC100641,Commercial Account 0641,Technology,CA,ACTIVE,2022-10-04,2022-10-15 09:00:00
642,ACC100642,Commercial Account 0642,Transportation,TX,ACTIVE,2022-10-05,2022-10-17 09:00:00
643,ACC100643,Commercial Account 0643,Healthcare,FL,ACTIVE,2022-10-06,2022-10-19 09:00:00
644,ACC100644,Commercial Account 0644,Hospitality,NY,ACTIVE,2022-10-07,2022-10-21 09:00:00
645,ACC100645,Commercial Account 0645,Retail,IL,ACTIVE,2022-10-08,2022-10-23 09:00:00
646,ACC100646,Commercial Account 0646,Construction,CA,ACTIVE,2022-10-09,2022-10-25 09:00:00
647,ACC100647,Commercial Account 0647,Manufacturing,TX,ACTIVE,2022-10-10,2022-10-27 09:00:00
648,ACC100648,Commercial Account 0648,Technology,FL,ACTIVE,2022-10-11,2022-10-29 09:00:00
649,ACC100649,Commercial Account 0649,Transportation,NY,ACTIVE,2022-10-12,2022-10-31 09:00:00
650,ACC100650,Commercial Account 0650,Healthcare,IL,INACTIVE,2022-10-13,2022-11-02 09:00:00
651,ACC100651,Commercial Account 0651,Hospitality,CA,ACTIVE,2022-10-14,2022-11-04 09:00:00
652,ACC100652,Commercial Account 0652,Retail,TX,ACTIVE,2022-10-15,2022-11-06 09:00:00
653,ACC100653,Commercial Account 0653,Construction,FL,ACTIVE,2022-10-16,2022-11-08 09:00:00
654,ACC100654,Commercial Account 0654,Manufacturing,NY,ACTIVE,2022-10-17,2022-11-10 09:00:00
655,ACC100655,Commercial Account 0655,Technology,IL,ACTIVE,2022-10-18,2022-11-12 09:00:00
656,ACC100656,Commercial Account 0656,Transportation,CA,ACTIVE,2022-10-19,2022-11-14 09:00:00
657,ACC100657,Commercial Account 0657,Healthcare,TX,ACTIVE,2022-10-20,2022-11-16 09:00:00
658,ACC100658,Commercial Account 0658,Hospitality,FL,ACTIVE,2022-10-21,2022-11-18 09:00:00
659,ACC100659,Commercial Account 0659,Retail,NY,ACTIVE,2022-10-22,2022-11-20 09:00:00
660,ACC100660,Commercial Account 0660,Construction,IL,CLOSED,2022-10-23,2022-10-23 09:00:00
661,ACC100661,Commercial Account 0661,Manufacturing,CA,ACTIVE,2022-10-24,2022-10-25 09:00:00
662,ACC100662,Commercial Account 0662,Technology,TX,ACTIVE,2022-10-25,2022-10-27 09:00:00
663,ACC100663,Commercial Account 0663,Transportation,FL,ACTIVE,2022-10-26,2022-10-29 09:00:00
664,ACC100664,Commercial Account 0664,Healthcare,NY,ACTIVE,2022-10-27,2022-10-31 09:00:00
665,ACC100665,Commercial Account 0665,Hospitality,IL,ACTIVE,2022-10-28,2022-11-02 09:00:00
666,ACC100666,Commercial Account 0666,Retail,CA,ACTIVE,2022-10-29,2022-11-04 09:00:00
667,ACC100667,Commercial Account 0667,Construction,TX,ACTIVE,2022-10-30,2022-11-06 09:00:00
668,ACC100668,Commercial Account 0668,Manufacturing,FL,ACTIVE,2022-10-31,2022-11-08 09:00:00
669,ACC100669,Commercial Account 0669,Technology,NY,ACTIVE,2022-11-01,2022-11-10 09:00:00
670,ACC100670,Commercial Account 0670,Transportation,IL,INACTIVE,2022-11-02,2022-11-12 09:00:00
671,ACC100671,Commercial Account 0671,Healthcare,CA,ACTIVE,2022-11-03,2022-11-14 09:00:00
672,ACC100672,Commercial Account 0672,Hospitality,TX,ACTIVE,2022-11-04,2022-11-16 09:00:00
673,ACC100673,Commercial Account 0673,Retail,FL,ACTIVE,2022-11-05,2022-11-18 09:00:00
674,ACC100674,Commercial Account 0674,Construction,NY,ACTIVE,2022-11-06,2022-11-20 09:00:00
675,ACC100675,Commercial Account 0675,Manufacturing,IL,ACTIVE,2022-11-07,2022-11-22 09:00:00
676,ACC100676,Commercial Account 0676,Technology,CA,ACTIVE,2022-11-08,2022-11-24 09:00:00
677,ACC100677,Commercial Account 0677,Transportation,TX,ACTIVE,2022-11-09,2022-11-26 09:00:00
678,ACC100678,Commercial Account 0678,Healthcare,FL,ACTIVE,2022-11-10,2022-11-28 09:00:00
679,ACC100679,Commercial Account 0679,Hospitality,NY,ACTIVE,2022-11-11,2022-11-30 09:00:00
680,ACC100680,Commercial Account 0680,Retail,IL,CLOSED,2022-11-12,2022-12-02 09:00:00
681,ACC100681,Commercial Account 0681,Construction,CA,ACTIVE,2022-11-13,2022-12-04 09:00:00
682,ACC100682,Commercial Account 0682,Manufacturing,TX,ACTIVE,2022-11-14,2022-12-06 09:00:00
683,ACC100683,Commercial Account 0683,Technology,FL,ACTIVE,2022-11-15,2022-12-08 09:00:00
684,ACC100684,Commercial Account 0684,Transportation,NY,ACTIVE,2022-11-16,2022-12-10 09:00:00
685,ACC100685,Commercial Account 0685,Healthcare,IL,ACTIVE,2022-11-17,2022-12-12 09:00:00
686,ACC100686,Commercial Account 0686,Hospitality,CA,ACTIVE,2022-11-18,2022-12-14 09:00:00
687,ACC100687,Commercial Account 0687,Retail,TX,ACTIVE,2022-11-19,2022-12-16 09:00:00
688,ACC100688,Commercial Account 0688,Construction,FL,ACTIVE,2022-11-20,2022-12-18 09:00:00
689,ACC100689,Commercial Account 0689,Manufacturing,NY,ACTIVE,2022-11-21,2022-12-20 09:00:00
690,ACC100690,Commercial Account 0690,Technology,IL,INACTIVE,2022-11-22,2022-11-22 09:00:00
691,ACC100691,Commercial Account 0691,Transportation,CA,ACTIVE,2022-11-23,2022-11-24 09:00:00
692,ACC100692,Commercial Account 0692,Healthcare,TX,ACTIVE,2022-11-24,2022-11-26 09:00:00
693,ACC100693,Commercial Account 0693,Hospitality,FL,ACTIVE,2022-11-25,2022-11-28 09:00:00
694,ACC100694,Commercial Account 0694,Retail,NY,ACTIVE,2022-11-26,2022-11-30 09:00:00
695,ACC100695,Commercial Account 0695,Construction,IL,ACTIVE,2022-11-27,2022-12-02 09:00:00
696,ACC100696,Commercial Account 0696,Manufacturing,CA,ACTIVE,2022-11-28,2022-12-04 09:00:00
697,ACC100697,Commercial Account 0697,Technology,TX,ACTIVE,2022-11-29,2022-12-06 09:00:00
698,ACC100698,Commercial Account 0698,Transportation,FL,ACTIVE,2022-11-30,2022-12-08 09:00:00
699,ACC100699,Commercial Account 0699,Healthcare,NY,ACTIVE,2022-12-01,2022-12-10 09:00:00
700,ACC100700,Commercial Account 0700,Hospitality,IL,CLOSED,2022-12-02,2022-12-12 09:00:00
701,ACC100701,Commercial Account 0701,Retail,CA,ACTIVE,2022-12-03,2022-12-14 09:00:00
702,ACC100702,Commercial Account 0702,Construction,TX,ACTIVE,2022-12-04,2022-12-16 09:00:00
703,ACC100703,Commercial Account 0703,Manufacturing,FL,ACTIVE,2022-12-05,2022-12-18 09:00:00
704,ACC100704,Commercial Account 0704,Technology,NY,ACTIVE,2022-12-06,2022-12-20 09:00:00
705,ACC100705,Commercial Account 0705,Transportation,IL,ACTIVE,2022-12-07,2022-12-22 09:00:00
706,ACC100706,Commercial Account 0706,Healthcare,CA,ACTIVE,2022-12-08,2022-12-24 09:00:00
707,ACC100707,Commercial Account 0707,Hospitality,TX,ACTIVE,2022-12-09,2022-12-26 09:00:00
708,ACC100708,Commercial Account 0708,Retail,FL,ACTIVE,2022-12-10,2022-12-28 09:00:00
709,ACC100709,Commercial Account 0709,Construction,NY,ACTIVE,2022-12-11,2022-12-30 09:00:00
710,ACC100710,Commercial Account 0710,Manufacturing,IL,INACTIVE,2022-12-12,2023-01-01 09:00:00
711,ACC100711,Commercial Account 0711,Technology,CA,ACTIVE,2022-12-13,2023-01-03 09:00:00
712,ACC100712,Commercial Account 0712,Transportation,TX,ACTIVE,2022-12-14,2023-01-05 09:00:00
713,ACC100713,Commercial Account 0713,Healthcare,FL,ACTIVE,2022-12-15,2023-01-07 09:00:00
714,ACC100714,Commercial Account 0714,Hospitality,NY,ACTIVE,2022-12-16,2023-01-09 09:00:00
715,ACC100715,Commercial Account 0715,Retail,IL,ACTIVE,2022-12-17,2023-01-11 09:00:00
716,ACC100716,Commercial Account 0716,Construction,CA,ACTIVE,2022-12-18,2023-01-13 09:00:00
717,ACC100717,Commercial Account 0717,Manufacturing,TX,ACTIVE,2022-12-19,2023-01-15 09:00:00
718,ACC100718,Commercial Account 0718,Technology,FL,ACTIVE,2022-12-20,2023-01-17 09:00:00
719,ACC100719,Commercial Account 0719,Transportation,NY,ACTIVE,2022-12-21,2023-01-19 09:00:00
720,ACC100720,Commercial Account 0720,Healthcare,IL,CLOSED,2022-12-22,2022-12-22 09:00:00
721,ACC100721,Commercial Account 0721,Hospitality,CA,ACTIVE,2022-12-23,2022-12-24 09:00:00
722,ACC100722,Commercial Account 0722,Retail,TX,ACTIVE,2022-12-24,2022-12-26 09:00:00
723,ACC100723,Commercial Account 0723,Construction,FL,ACTIVE,2022-12-25,2022-12-28 09:00:00
724,ACC100724,Commercial Account 0724,Manufacturing,NY,ACTIVE,2022-12-26,2022-12-30 09:00:00
725,ACC100725,Commercial Account 0725,Technology,IL,ACTIVE,2022-12-27,2023-01-01 09:00:00
726,ACC100726,Commercial Account 0726,Transportation,CA,ACTIVE,2022-12-28,2023-01-03 09:00:00
727,ACC100727,Commercial Account 0727,Healthcare,TX,ACTIVE,2022-12-29,2023-01-05 09:00:00
728,ACC100728,Commercial Account 0728,Hospitality,FL,ACTIVE,2022-12-30,2023-01-07 09:00:00
729,ACC100729,Commercial Account 0729,Retail,NY,ACTIVE,2022-12-31,2023-01-09 09:00:00
730,ACC100730,Commercial Account 0730,Construction,IL,INACTIVE,2023-01-01,2023-01-11 09:00:00
731,ACC100731,Commercial Account 0731,Manufacturing,CA,ACTIVE,2023-01-02,2023-01-13 09:00:00
732,ACC100732,Commercial Account 0732,Technology,TX,ACTIVE,2023-01-03,2023-01-15 09:00:00
733,ACC100733,Commercial Account 0733,Transportation,FL,ACTIVE,2023-01-04,2023-01-17 09:00:00
734,ACC100734,Commercial Account 0734,Healthcare,NY,ACTIVE,2023-01-05,2023-01-19 09:00:00
735,ACC100735,Commercial Account 0735,Hospitality,IL,ACTIVE,2023-01-06,2023-01-21 09:00:00
736,ACC100736,Commercial Account 0736,Retail,CA,ACTIVE,2023-01-07,2023-01-23 09:00:00
737,ACC100737,Commercial Account 0737,Construction,TX,ACTIVE,2023-01-08,2023-01-25 09:00:00
738,ACC100738,Commercial Account 0738,Manufacturing,FL,ACTIVE,2023-01-09,2023-01-27 09:00:00
739,ACC100739,Commercial Account 0739,Technology,NY,ACTIVE,2023-01-10,2023-01-29 09:00:00
740,ACC100740,Commercial Account 0740,Transportation,IL,CLOSED,2023-01-11,2023-01-31 09:00:00
741,ACC100741,Commercial Account 0741,Healthcare,CA,ACTIVE,2023-01-12,2023-02-02 09:00:00
742,ACC100742,Commercial Account 0742,Hospitality,TX,ACTIVE,2023-01-13,2023-02-04 09:00:00
743,ACC100743,Commercial Account 0743,Retail,FL,ACTIVE,2023-01-14,2023-02-06 09:00:00
744,ACC100744,Commercial Account 0744,Construction,NY,ACTIVE,2023-01-15,2023-02-08 09:00:00
745,ACC100745,Commercial Account 0745,Manufacturing,IL,ACTIVE,2023-01-16,2023-02-10 09:00:00
746,ACC100746,Commercial Account 0746,Technology,CA,ACTIVE,2023-01-17,2023-02-12 09:00:00
747,ACC100747,Commercial Account 0747,Transportation,TX,ACTIVE,2023-01-18,2023-02-14 09:00:00
748,ACC100748,Commercial Account 0748,Healthcare,FL,ACTIVE,2023-01-19,2023-02-16 09:00:00
749,ACC100749,Commercial Account 0749,Hospitality,NY,ACTIVE,2023-01-20,2023-02-18 09:00:00
750,ACC100750,Commercial Account 0750,Retail,IL,INACTIVE,2023-01-21,2023-01-21 09:00:00
751,ACC100751,Commercial Account 0751,Construction,CA,ACTIVE,2023-01-22,2023-01-23 09:00:00
752,ACC100752,Commercial Account 0752,Manufacturing,TX,ACTIVE,2023-01-23,2023-01-25 09:00:00
753,ACC100753,Commercial Account 0753,Technology,FL,ACTIVE,2023-01-24,2023-01-27 09:00:00
754,ACC100754,Commercial Account 0754,Transportation,NY,ACTIVE,2023-01-25,2023-01-29 09:00:00
755,ACC100755,Commercial Account 0755,Healthcare,IL,ACTIVE,2023-01-26,2023-01-31 09:00:00
756,ACC100756,Commercial Account 0756,Hospitality,CA,ACTIVE,2023-01-27,2023-02-02 09:00:00
757,ACC100757,Commercial Account 0757,Retail,TX,ACTIVE,2023-01-28,2023-02-04 09:00:00
758,ACC100758,Commercial Account 0758,Construction,FL,ACTIVE,2023-01-29,2023-02-06 09:00:00
759,ACC100759,Commercial Account 0759,Manufacturing,NY,ACTIVE,2023-01-30,2023-02-08 09:00:00
760,ACC100760,Commercial Account 0760,Technology,IL,CLOSED,2023-01-31,2023-02-10 09:00:00
761,ACC100761,Commercial Account 0761,Transportation,CA,ACTIVE,2023-02-01,2023-02-12 09:00:00
