claim_id,policy_id,claim_number,claim_date,claim_status,claim_type,paid_amount,reserve_amount,recovery_amount,incurred_amount,loss_date,reported_date
490,490,CLM0000490,2023-05-06,CLOSED,Windstorm,7489.55,16016.73,1210.11,22296.17,2023-05-02,2023-05-11
491,491,CLM0000491,2023-05-07,OPEN,Collision,6346.92,9736.28,2245.33,13837.87,2023-04-22,2023-05-11
492,492,CLM0000492,2023-05-08,UNDER_REVIEW,Fire,6012.08,12912.01,4601.96,14322.13,2023-04-25,2023-05-12
493,493,CLM0000493,2023-05-09,APPROVED,Flood,551.48,24226.49,3508.17,21269.8,2023-05-07,2023-05-09
494,494,CLM0000494,2023-05-10,REJECTED,Theft,11534.31,16611.24,1775.04,26370.51,2023-05-09,2023-05-14
495,495,CLM0000495,2023-05-11,CLOSED,Liability,14754.12,17098.06,1998.09,29854.09,2023-05-01,2023-05-14
496,496,CLM0000496,2023-05-12,OPEN,Glass,1589.17,2915.86,1110.01,3395.02,2023-05-05,2023-05-15
497,497,CLM0000497,2023-05-13,UNDER_REVIEW,Windstorm,5611.79,11845.05,3397.78,14059.06,2023-05-09,2023-05-15
498,498,CLM0000498,2023-05-14,APPROVED,Collision,14965.54,12327.89,1477.16,25816.27,2023-05-12,2023-05-14
499,499,CLM0000499,2023-05-15,REJECTED,Fire,12469.77,18388.69,1741.64,29116.82,2023-05-05,2023-05-18
500,500,CLM0000500,2023-05-16,CLOSED,Flood,11764.05,13267.31,1741.5,23289.86,2023-05-13,2023-05-19
501,501,CLM0000501,2023-05-17,OPEN,Theft,10829.91,11584.96,335.87,22079.0,2023-05-16,2023-05-22
502,502,CLM0000502,2023-05-18,UNDER_REVIEW,Liability,1726.28,21304.91,3239.85,19791.34,2023-05-13,2023-05-23
503,503,CLM0000503,2023-05-19,APPROVED,Glass,3658.69,4774.1,800.68,7632.11,2023-05-06,2023-05-22
504,504,CLM0000504,2023-05-20,REJECTED,Windstorm,3477.83,10423.66,922.26,12979.23,2023-05-07,2023-05-23
505,505,CLM0000505,2023-05-21,CLOSED,Collision,437.88,15545.62,986.62,14996.88,2023-05-08,2023-05-24
506,506,CLM0000506,2023-05-22,OPEN,Fire,66.75,5762.5,1391.72,4437.53,2023-05-20,2023-05-26
507,507,CLM0000507,2023-05-23,UNDER_REVIEW,Flood,1526.28,21863.49,934.8,22454.97,2023-05-13,2023-05-24
508,508,CLM0000508,2023-05-24,APPROVED,Theft,6863.26,6927.66,4313.18,9477.74,2023-05-14,2023-05-28
509,509,CLM0000509,2023-05-25,REJECTED,Liability,5829.59,10117.33,571.16,15375.76,2023-05-14,2023-05-28
510,510,CLM0000510,2023-05-26,CLOSED,Glass,9260.44,20436.59,3529.94,26167.09,2023-05-17,2023-05-30
511,511,CLM0000511,2023-05-27,OPEN,Windstorm,8852.53,16966.7,1565.93,24253.3,2023-05-20,2023-05-29
512,512,CLM0000512,2023-05-28,UNDER_REVIEW,Collision,1754.23,9646.0,706.79,10693.44,2023-05-16,2023-05-31
513,513,CLM0000513,2023-05-29,APPROVED,Fire,8946.39,14582.75,2115.19,21413.95,2023-05-14,2023-06-03
514,514,CLM0000514,2023-05-30,REJECTED,Flood,8060.69,23019.44,4653.47,26426.66,2023-05-25,2023-06-03
515,515,CLM0000515,2023-05-31,CLOSED,Theft,2502.98,7576.45,935.49,9143.94,2023-05-17,2023-06-04
516,516,CLM0000516,2023-06-01,OPEN,Liability,804.17,9296.46,47.92,10052.71,2023-05-28,2023-06-02
517,517,CLM0000517,2023-06-02,UNDER_REVIEW,Glass,12228.24,24113.81,2527.19,33814.86,2023-05-18,2023-06-05
518,518,CLM0000518,2023-06-03,APPROVED,Windstorm,10270.45,10682.95,4199.46,16753.94,2023-05-19,2023-06-04
519,519,CLM0000519,2023-06-04,REJECTED,Collision,1240.06,1256.09,3805.28,-1309.13,2023-05-26,2023-06-04
520,520,CLM0000520,2023-06-05,CLOSED,Fire,4122.79,13671.41,841.04,16953.16,2023-05-22,2023-06-09
521,521,CLM0000521,2023-06-06,OPEN,Flood,11137.77,19265.03,2748.63,27654.17,2023-06-03,2023-06-10
522,522,CLM0000522,2023-06-07,UNDER_REVIEW,Theft,1713.1,19490.27,4116.41,17086.96,2023-05-27,2023-06-11
523,523,CLM0000523,2023-06-08,APPROVED,Liability,12339.16,1519.46,3594.9,10263.72,2023-06-02,2023-06-11
524,524,CLM0000524,2023-06-09,REJECTED,Glass,1536.25,20836.73,3756.73,18616.25,2023-05-31,2023-06-09
525,525,CLM0000525,2023-06-10,CLOSED,Windstorm,6745.99,9040.14,4083.64,11702.49,2023-05-27,2023-06-10
526,526,CLM0000526,2023-06-11,OPEN,Collision,11634.47,6305.18,4053.51,13886.14,2023-05-31,2023-06-16
527,527,CLM0000527,2023-06-12,UNDER_REVIEW,Fire,9153.93,10990.09,3080.76,17063.26,2023-06-06,2023-06-13
528,528,CLM0000528,2023-06-13,APPROVED,Flood,12081.61,14466.82,2661.4,23887.03,2023-06-08,2023-06-15
529,529,CLM0000529,2023-06-14,REJECTED,Theft,14685.0,7669.55,2863.68,19490.87,2023-06-11,2023-06-15
530,530,CLM0000530,2023-06-15,CLOSED,Liability,14441.58,19749.43,4593.84,29597.17,2023-06-07,2023-06-20
531,531,CLM0000531,2023-06-16,OPEN,Glass,1903.32,21718.93,1248.39,22373.86,2023-06-06,2023-06-17
532,532,CLM0000532,2023-06-17,UNDER_REVIEW,Windstorm,11422.1,17067.75,2447.29,26042.56,2023-06-09,2023-06-22
533,533,CLM0000533,2023-06-18,APPROVED,Collision,6213.38,11573.8,3168.14,14619.04,2023-06-16,2023-06-21
534,534,CLM0000534,2023-06-19,REJECTED,Fire,7734.2,7316.53,4681.68,10369.05,2023-06-08,2023-06-22
535,535,CLM0000535,2023-06-20,CLOSED,Flood,14253.81,8518.59,12.37,22760.03,2023-06-18,2023-06-25
536,536,CLM0000536,2023-06-21,OPEN,Theft,14582.25,16053.59,3486.44,27149.4,2023-06-19,2023-06-25
537,537,CLM0000537,2023-06-22,UNDER_REVIEW,Liability,5965.74,24219.15,4124.24,26060.65,2023-06-07,2023-06-24
538,538,CLM0000538,2023-06-23,APPROVED,Glass,4842.98,7448.03,2736.55,9554.46,2023-06-19,2023-06-27
539,539,CLM0000539,2023-06-24,REJECTED,Windstorm,12786.34,19813.44,4470.77,28129.01,2023-06-23,2023-06-24
540,540,CLM0000540,2023-06-25,CLOSED,Collision,1493.62,19705.3,2297.91,18901.01,2023-06-22,2023-06-26
541,541,CLM0000541,2023-06-26,OPEN,Fire,6619.29,516.56,4790.16,2345.69,2023-06-20,2023-07-01
542,542,CLM0000542,2023-06-27,UNDER_REVIEW,Flood,13641.11,22112.62,1509.33,34244.4,2023-06-19,2023-06-27
543,543,CLM0000543,2023-06-28,APPROVED,Theft,9818.82,6634.54,1859.22,14594.14,2023-06-23,2023-06-28
544,544,CLM0000544,2023-06-29,REJECTED,Liability,5945.12,7984.98,3497.21,10432.89,2023-06-22,2023-07-02
545,545,CLM0000545,2023-06-30,CLOSED,Glass,9832.28,17740.6,5.43,27567.45,2023-06-15,2023-06-30
546,546,CLM0000546,2023-07-01,OPEN,Windstorm,1990.5,6041.68,3399.91,4632.27,2023-07-01,2023-07-01
547,547,CLM0000547,2023-07-02,UNDER_REVIEW,Collision,10433.96,20519.17,4940.77,26012.36,2023-06-19,2023-07-07
548,548,CLM0000548,2023-07-03,APPROVED,Fire,1982.63,2235.29,1915.35,2302.57,2023-06-30,2023-07-03
549,549,CLM0000549,2023-07-04,REJECTED,Flood,4700.27,22084.23,685.65,26098.85,2023-06-30,2023-07-09
550,550,CLM0000550,2023-07-05,CLOSED,Theft,14894.1,3999.9,2652.54,16241.46,2023-07-05,2023-07-09
551,551,CLM0000551,2023-07-06,OPEN,Liability,9750.3,11282.44,3612.16,17420.58,2023-07-02,2023-07-09
552,552,CLM0000552,2023-07-07,UNDER_REVIEW,Glass,9241.14,11338.4,1086.22,19493.32,2023-07-04,2023-07-08
553,553,CLM0000553,2023-07-08,APPROVED,Windstorm,11286.68,14944.56,1920.16,24311.08,2023-06-25,2023-07-10
554,554,CLM0000554,2023-07-09,REJECTED,Collision,11866.15,6570.77,3223.1,15213.82,2023-07-02,2023-07-13
555,555,CLM0000555,2023-07-10,CLOSED,Fire,9014.99,18168.9,1424.6,25759.29,2023-07-10,2023-07-15
556,556,CLM0000556,2023-07-11,OPEN,Flood,13137.41,5533.42,3034.63,15636.2,2023-07-05,2023-07-16
557,557,CLM0000557,2023-07-12,UNDER_REVIEW,Theft,5876.27,16331.16,3919.01,18288.42,2023-07-05,2023-07-15
558,558,CLM0000558,2023-07-13,APPROVED,Liability,5788.28,6406.5,3190.41,9004.37,2023-07-11,2023-07-17
559,559,CLM0000559,2023-07-14,REJECTED,Glass,13330.87,795.64,1805.49,12321.02,2023-07-04,2023-07-15
560,560,CLM0000560,2023-07-15,CLOSED,Windstorm,5802.57,21054.85,2104.32,24753.1,2023-07-10,2023-07-18
561,561,CLM0000561,2023-07-16,OPEN,Collision,14316.79,19373.99,83.45,33607.33,2023-07-14,2023-07-16
562,562,CLM0000562,2023-07-17,UNDER_REVIEW,Fire,3932.78,1475.76,302.34,5106.2,2023-07-05,2023-07-21
563,563,CLM0000563,2023-07-18,APPROVED,Flood,4297.32,17959.41,3835.55,18421.18,2023-07-05,2023-07-23
564,564,CLM0000564,2023-07-19,REJECTED,Theft,6034.16,16193.16,2688.28,19539.04,2023-07-15,2023-07-21
565,565,CLM0000565,2023-07-20,CLOSED,Liability,1253.96,2436.03,4604.62,-914.63,2023-07-16,2023-07-24
566,566,CLM0000566,2023-07-21,OPEN,Glass,4901.25,14867.71,3816.12,15952.84,2023-07-19,2023-07-23
567,567,CLM0000567,2023-07-22,UNDER_REVIEW,Windstorm,10480.14,18383.98,4232.34,24631.78,2023-07-21,2023-07-23
568,568,CLM0000568,2023-07-23,APPROVED,Collision,1293.19,11144.85,2266.86,10171.18,2023-07-22,2023-07-25
569,569,CLM0000569,2023-07-24,REJECTED,Fire,9991.19,16622.28,878.23,25735.24,2023-07-24,2023-07-29
570,570,CLM0000570,2023-07-25,CLOSED,Flood,2058.18,778.09,2482.06,354.21,2023-07-14,2023-07-29
571,571,CLM0000571,2023-07-26,OPEN,Theft,7758.34,20651.42,1296.23,27113.53,2023-07-15,2023-07-27
572,572,CLM0000572,2023-07-27,UNDER_REVIEW,Liability,11246.65,21899.77,3664.68,29481.74,2023-07-24,2023-07-27
573,573,CLM0000573,2023-07-28,APPROVED,Glass,5025.17,11018.45,2619.27,13424.35,2023-07-20,2023-08-02
574,574,CLM0000574,2023-07-29,REJECTED,Windstorm,14625.76,15874.55,2480.74,28019.57,2023-07-18,2023-07-29
575,575,CLM0000575,2023-07-30,CLOSED,Collision,7494.15,14388.71,1838.44,20044.42,2023-07-22,2023-07-30
576,576,CLM0000576,2023-07-31,OPEN,Fire,13414.03,17015.95,576.67,29853.31,2023-07-31,2023-07-31
577,577,CLM0000577,2023-08-01,UNDER_REVIEW,Flood,12880.34,801.06,229.91,13451.49,2023-07-21,2023-08-04
578,578,CLM0000578,2023-08-02,APPROVED,Theft,13803.4,4884.54,4801.71,13886.23,2023-08-01,2023-08-06
579,579,CLM0000579,2023-08-03,REJECTED,Liability,12046.73,17993.51,3278.52,26761.72,2023-07-27,2023-08-05
580,580,CLM0000580,2023-08-04,CLOSED,Glass,3723.95,22938.44,1599.68,25062.71,2023-08-02,2023-08-08
581,581,CLM0000581,2023-08-05,OPEN,Windstorm,5592.12,12800.0,4509.71,13882.41,2023-07-31,2023-08-06
582,582,CLM0000582,2023-08-06,UNDER_REVIEW,Collision,12065.07,24544.64,4770.4,31839.31,2023-08-04,2023-08-09
583,583,CLM0000583,2023-08-07,APPROVED,Fire,12990.48,19451.42,1553.49,30888.41,2023-08-05,2023-08-11
584,584,CLM0000584,2023-08-08,REJECTED,Flood,6851.19,9538.52,1457.98,14931.73,2023-07-30,2023-08-13
585,585,CLM0000585,2023-08-09,CLOSED,Theft,9340.76,11866.2,2958.45,18248.51,2023-07-25,2023-08-10
586,586,CLM0000586,2023-08-10,OPEN,Liability,10986.95,13890.7,3979.87,20897.78,2023-08-06,2023-08-10
587,587,CLM0000587,2023-08-11,UNDER_REVIEW,Glass,13985.96,1085.8,2707.73,12364.03,2023-08-11,2023-08-13
588,588,CLM0000588,2023-08-12,APPROVED,Windstorm,21.93,16603.94,4245.03,12380.84,2023-08-03,2023-08-12
589,589,CLM0000589,2023-08-13,REJECTED,Collision,3077.92,24586.34,2099.08,25565.18,2023-08-12,2023-08-14
590,590,CLM0000590,2023-08-14,CLOSED,Fire,10674.79,2779.15,4606.37,8847.57,2023-08-01,2023-08-19
591,591,CLM0000591,2023-08-15,OPEN,Flood,13433.67,11732.22,3739.5,21426.39,2023-08-12,2023-08-19
592,592,CLM0000592,2023-08-16,UNDER_REVIEW,Theft,2002.71,20589.09,374.15,22217.65,2023-08-15,2023-08-19
593,593,CLM0000593,2023-08-17,APPROVED,Liability,9936.66,3702.35,1458.38,12180.63,2023-08-07,2023-08-20
594,594,CLM0000594,2023-08-18,REJECTED,Glass,10510.88,18516.15,1590.29,27436.74,2023-08-10,2023-08-19
595,595,CLM0000595,2023-08-19,CLOSED,Windstorm,1120.31,5466.46,3899.68,2687.09,2023-08-16,2023-08-20
596,596,CLM0000596,2023-08-20,OPEN,Collision,1584.87,11514.39,1570.17,11529.09,2023-08-17,2023-08-24
597,597,CLM0000597,2023-08-21,UNDER_REVIEW,Fire,5374.31,19373.25,2259.59,22487.97,2023-08-07,2023-08-23
598,598,CLM0000598,2023-08-22,APPROVED,Flood,12787.23,2715.31,4037.98,11464.56,2023-08-13,2023-08-27
599,599,CLM0000599,2023-08-23,REJECTED,Theft,10453.17,1488.08,4179.62,7761.63,2023-08-13,2023-08-24
600,600,CLM0000600,2023-08-24,CLOSED,Liability,1368.19,6581.36,1778.71,6170.84,2023-08-23,2023-08-29
601,601,CLM0000601,2023-08-25,OPEN,Glass,4482.61,20592.2,869.34,24205.47,2023-08-13,2023-08-28
602,602,CLM0000602,2023-08-26,UNDER_REVIEW,Windstorm,8339.31,13977.96,473.63,21843.64,2023-08-23,2023-08-27
603,603,CLM0000603,2023-08-27,APPROVED,Collision,1821.8,2010.9,3904.8,-72.1,2023-08-20,2023-08-28
604,604,CLM0000604,2023-08-28,REJECTED,Fire,2972.0,10314.25,3431.43,9854.82,2023-08-26,2023-09-01
605,605,CLM0000605,2023-08-29,CLOSED,Flood,8791.78,22977.0,374.94,31393.84,2023-08-27,2023-08-30
606,606,CLM0000606,2023-08-30,OPEN,Theft,13537.44,11364.07,643.96,24257.55,2023-08-20,2023-08-30
607,607,CLM0000607,2023-08-31,UNDER_REVIEW,Liability,640.44,11794.38,839.95,11594.87,2023-08-18,2023-09-05
608,608,CLM0000608,2023-09-01,APPROVED,Glass,5924.98,1222.32,3416.06,3731.24,2023-08-27,2023-09-03
609,609,CLM0000609,2023-09-02,REJECTED,Windstorm,3220.74,5085.2,1399.27,6906.67,2023-08-29,2023-09-02
610,610,CLM0000610,2023-09-03,CLOSED,Collision,9211.6,15615.94,3236.39,21591.15,2023-08-19,2023-09-06
611,611,CLM0000611,2023-09-04,OPEN,Fire,13241.68,12236.26,438.61,25039.33,2023-08-23,2023-09-05
612,612,CLM0000612,2023-09-05,UNDER_REVIEW,Flood,6288.52,16244.99,3985.99,18547.52,2023-08-29,2023-09-10
613,613,CLM0000613,2023-09-06,APPROVED,Theft,14911.31,13819.59,97.65,28633.25,2023-08-25,2023-09-11
614,614,CLM0000614,2023-09-07,REJECTED,Liability,5386.68,13840.69,2423.4,16803.97,2023-08-28,2023-09-10
615,615,CLM0000615,2023-09-08,CLOSED,Glass,4056.54,1138.54,2985.58,2209.5,2023-09-08,2023-09-10
616,616,CLM0000616,2023-09-09,OPEN,Windstorm,878.87,24792.52,2647.16,23024.23,2023-09-02,2023-09-10
617,617,CLM0000617,2023-09-10,UNDER_REVIEW,Collision,1502.02,16593.18,1332.64,16762.56,2023-09-09,2023-09-11
618,618,CLM0000618,2023-09-11,APPROVED,Fire,8635.38,24575.28,1942.11,31268.55,2023-09-06,2023-09-12
619,619,CLM0000619,2023-09-12,REJECTED,Flood,3548.27,8291.11,3690.53,8148.85,2023-09-01,2023-09-16
620,620,CLM0000620,2023-09-13,CLOSED,Theft,423.1,17663.74,4737.79,13349.05,2023-09-09,2023-09-17
621,621,CLM0000621,2023-09-14,OPEN,Liability,14225.53,20999.07,4052.01,31172.59,2023-08-30,2023-09-18
622,622,CLM0000622,2023-09-15,UNDER_REVIEW,Glass,4635.8,12515.69,451.29,16700.2,2023-09-08,2023-09-19
623,623,CLM0000623,2023-09-16,APPROVED,Windstorm,3282.13,13397.99,3.42,16676.7,2023-09-10,2023-09-17
624,624,CLM0000624,2023-09-17,REJECTED,Collision,5111.39,4847.77,4012.12,5947.04,2023-09-07,2023-09-17
625,625,CLM0000625,2023-09-18,CLOSED,Fire,328.69,14871.92,4586.12,10614.49,2023-09-15,2023-09-22
626,626,CLM0000626,2023-09-19,OPEN,Flood,12910.04,24033.69,1867.95,35075.78,2023-09-07,2023-09-23
627,627,CLM0000627,2023-09-20,UNDER_REVIEW,Theft,1515.48,7893.25,682.26,8726.47,2023-09-15,2023-09-25
628,628,CLM0000628,2023-09-21,APPROVED,Liability,14230.4,19900.14,4803.31,29327.23,2023-09-11,2023-09-22
629,629,CLM0000629,2023-09-22,REJECTED,Glass,10607.74,14268.44,4448.0,20428.18,2023-09-11,2023-09-23
630,630,CLM0000630,2023-09-23,CLOSED,Windstorm,9982.98,20454.13,1891.92,28545.19,2023-09-14,2023-09-24
631,631,CLM0000631,2023-09-24,OPEN,Collision,2665.62,544.05,3510.04,-300.37,2023-09-12,2023-09-28
632,632,CLM0000632,2023-09-25,UNDER_REVIEW,Fire,485.74,15258.52,4605.19,11139.07,2023-09-18,2023-09-30
633,633,CLM0000633,2023-09-26,APPROVED,Flood,8483.25,23448.85,703.22,31228.88,2023-09-24,2023-09-27
634,634,CLM0000634,2023-09-27,REJECTED,Theft,5202.15,8328.21,3180.93,10349.43,2023-09-25,2023-10-02
635,635,CLM0000635,2023-09-28,CLOSED,Liability,10050.37,18367.51,1678.75,26739.13,2023-09-28,2023-09-30
636,636,CLM0000636,2023-09-29,OPEN,Glass,3145.26,17482.81,1752.41,18875.66,2023-09-26,2023-10-04
637,637,CLM0000637,2023-09-30,UNDER_REVIEW,Windstorm,19.22,9955.46,3662.92,6311.76,2023-09-25,2023-10-03
638,638,CLM0000638,2023-10-01,APPROVED,Collision,7396.23,9778.46,2730.12,14444.57,2023-09-28,2023-10-04
639,639,CLM0000639,2023-10-02,REJECTED,Fire,11830.95,14662.36,3791.22,22702.09,2023-09-25,2023-10-03
640,640,CLM0000640,2023-10-03,CLOSED,Flood,6769.31,20080.27,167.06,26682.52,2023-10-03,2023-10-05
641,641,CLM0000641,2023-10-04,OPEN,Theft,3916.92,3065.76,1709.04,5273.64,2023-09-22,2023-10-05
642,642,CLM0000642,2023-10-05,UNDER_REVIEW,Liability,10979.78,13902.63,4490.62,20391.79,2023-10-03,2023-10-07
643,643,CLM0000643,2023-10-06,APPROVED,Glass,8910.46,15534.3,2413.68,22031.08,2023-10-06,2023-10-09
644,644,CLM0000644,2023-10-07,REJECTED,Windstorm,14136.63,4542.43,4448.77,14230.29,2023-10-02,2023-10-07
645,645,CLM0000645,2023-10-08,CLOSED,Collision,1518.87,5535.99,949.92,6104.94,2023-09-30,2023-10-13
646,646,CLM0000646,2023-10-09,OPEN,Fire,4222.85,6319.93,248.18,10294.6,2023-09-24,2023-10-10
647,647,CLM0000647,2023-10-10,UNDER_REVIEW,Flood,817.57,593.48,438.14,972.91,2023-09-25,2023-10-11
648,648,CLM0000648,2023-10-11,APPROVED,Theft,1454.8,5570.35,3190.95,3834.2,2023-10-09,2023-10-14
649,649,CLM0000649,2023-10-12,REJECTED,Liability,12656.54,8054.66,1987.34,18723.86,2023-09-27,2023-10-17
650,650,CLM0000650,2023-10-13,CLOSED,Glass,3975.07,16225.73,1937.64,18263.16,2023-10-02,2023-10-16
651,651,CLM0000651,2023-10-14,OPEN,Windstorm,5541.02,11421.49,1316.48,15646.03,2023-09-30,2023-10-16
652,652,CLM0000652,2023-10-15,UNDER_REVIEW,Collision,3393.63,7079.77,308.2,10165.2,2023-10-12,2023-10-15
653,653,CLM0000653,2023-10-16,APPROVED,Fire,10022.12,20300.41,2069.93,28252.6,2023-10-09,2023-10-20
654,654,CLM0000654,2023-10-17,REJECTED,Flood,914.76,9984.1,2612.91,8285.95,2023-10-02,2023-10-21
655,655,CLM0000655,2023-10-18,CLOSED,Theft,13224.81,12168.43,394.78,24998.46,2023-10-17,2023-10-22
656,656,CLM0000656,2023-10-19,OPEN,Liability,8568.3,13162.03,2857.43,18872.9,2023-10-15,2023-10-19
657,657,CLM0000657,2023-10-20,UNDER_REVIEW,Glass,14238.82,11501.47,4745.31,20994.98,2023-10-15,2023-10-21
658,658,CLM0000658,2023-10-21,APPROVED,Windstorm,12126.91,3591.56,2116.87,13601.6,2023-10-08,2023-10-22
659,659,CLM0000659,2023-10-22,REJECTED,Collision,14959.04,15867.04,4170.54,26655.54,2023-10-14,2023-10-24
660,660,CLM0000660,2023-10-23,CLOSED,Fire,13662.07,22897.26,335.06,36224.27,2023-10-11,2023-10-27
661,661,CLM0000661,2023-10-24,OPEN,Flood,5960.32,8490.11,1381.0,13069.43,2023-10-10,2023-10-24
662,662,CLM0000662,2023-10-25,UNDER_REVIEW,Theft,11798.26,15764.92,2612.81,24950.37,2023-10-12,2023-10-25
663,663,CLM0000663,2023-10-26,APPROVED,Liability,6216.64,4130.89,2939.67,7407.86,2023-10-23,2023-10-26
664,664,CLM0000664,2023-10-27,REJECTED,Glass,8440.26,2974.27,1430.46,9984.07,2023-10-16,2023-10-30
665,665,CLM0000665,2023-10-28,CLOSED,Windstorm,3962.05,16542.3,2860.12,17644.23,2023-10-13,2023-10-28
666,666,CLM0000666,2023-10-29,OPEN,Collision,2583.0,10372.86,3091.22,9864.64,2023-10-17,2023-10-29
667,667,CLM0000667,2023-10-30,UNDER_REVIEW,Fire,5936.89,22034.46,3452.57,24518.78,2023-10-29,2023-11-04
668,668,CLM0000668,2023-10-31,APPROVED,Flood,7128.27,7080.32,1862.2,12346.39,2023-10-21,2023-11-02
669,669,CLM0000669,2023-11-01,REJECTED,Theft,4664.24,21149.74,4291.17,21522.81,2023-10-29,2023-11-02
670,670,CLM0000670,2023-11-02,CLOSED,Liability,2015.78,24368.38,2215.55,24168.61,2023-10-23,2023-11-04
671,671,CLM0000671,2023-11-03,OPEN,Glass,10931.99,15321.99,446.43,25807.55,2023-10-20,2023-11-04
672,672,CLM0000672,2023-11-04,UNDER_REVIEW,Windstorm,13701.49,10475.67,2422.3,21754.86,2023-10-24,2023-11-04
673,673,CLM0000673,2023-11-05,APPROVED,Collision,7729.05,4394.82,1555.62,10568.25,2023-10-24,2023-11-06
674,674,CLM0000674,2023-11-06,REJECTED,Fire,11707.75,13345.01,2843.36,22209.4,2023-11-01,2023-11-07
675,675,CLM0000675,2023-11-07,CLOSED,Flood,13127.71,5417.81,288.14,18257.38,2023-11-06,2023-11-10
676,676,CLM0000676,2023-11-08,OPEN,Theft,758.39,9329.19,995.55,9092.03,2023-10-28,2023-11-11
677,677,CLM0000677,2023-11-09,UNDER_REVIEW,Liability,7576.9,16067.54,619.36,23025.08,2023-11-09,2023-11-10
678,678,CLM0000678,2023-11-10,APPROVED,Glass,5587.0,15054.07,887.92,19753.15,2023-10-26,2023-11-14
679,679,CLM0000679,2023-11-11,REJECTED,Windstorm,8270.01,8934.1,4188.27,13015.84,2023-11-03,2023-11-16
680,680,CLM0000680,2023-11-12,CLOSED,Collision,12463.05,2714.6,137.25,15040.4,2023-11-11,2023-11-13
681,681,CLM0000681,2023-11-13,OPEN,Fire,12807.32,19605.84,1071.59,31341.57,2023-11-06,2023-11-18
682,682,CLM0000682,2023-11-14,UNDER_REVIEW,Flood,3376.68,5564.91,3257.94,5683.65,2023-11-14,2023-11-19
683,683,CLM0000683,2023-11-15,APPROVED,Theft,133.47,22832.13,3236.86,19728.74,2023-11-15,2023-11-16
684,684,CLM0000684,2023-11-16,REJECTED,Liability,3785.86,20224.6,1527.3,22483.16,2023-11-08,2023-11-19
685,685,CLM0000685,2023-11-17,CLOSED,Glass,13432.24,21363.86,2294.99,32501.11,2023-11-11,2023-11-20
686,686,CLM0000686,2023-11-18,OPEN,Windstorm,4532.18,13255.63,3118.03,14669.78,2023-11-15,2023-11-18
687,687,CLM0000687,2023-11-19,UNDER_REVIEW,Collision,7672.71,16727.71,4216.42,20184.0,2023-11-08,2023-11-23
688,688,CLM0000688,2023-11-20,APPROVED,Fire,9710.13,15421.73,1492.38,23639.48,2023-11-17,2023-11-23
689,689,CLM0000689,2023-11-21,REJECTED,Flood,957.56,24714.84,3202.97,22469.43,2023-11-13,2023-11-23
690,690,CLM0000690,2023-11-22,CLOSED,Theft,9841.79,23828.6,3257.33,30413.06,2023-11-16,2023-11-23
691,691,CLM0000691,2023-11-23,OPEN,Liability,7759.4,6387.4,283.87,13862.93,2023-11-11,2023-11-28
692,692,CLM0000692,2023-11-24,UNDER_REVIEW,Glass,4793.79,3928.27,127.28,8594.78,2023-11-09,2023-11-26
693,693,CLM0000693,2023-11-25,APPROVED,Windstorm,3891.39,10754.86,1941.37,12704.88,2023-11-24,2023-11-29
694,694,CLM0000694,2023-11-26,REJECTED,Collision,10621.03,14515.04,949.58,24186.49,2023-11-19,2023-12-01
695,695,CLM0000695,2023-11-27,CLOSED,Fire,8019.53,19729.98,4532.63,23216.88,2023-11-16,2023-12-01
696,696,CLM0000696,2023-11-28,OPEN,Flood,4502.92,4664.67,3288.07,5879.52,2023-11-23,2023-11-30
697,697,CLM0000697,2023-11-29,UNDER_REVIEW,Theft,1464.05,3634.63,1293.26,3805.42,2023-11-24,2023-12-04
698,698,CLM0000698,2023-11-30,APPROVED,Liability,13493.87,16533.65,1111.27,28916.25,2023-11-23,2023-12-05
699,699,CLM0000699,2023-12-01,REJECTED,Glass,13071.48,10801.58,4434.22,19438.84,2023-11-20,2023-12-03
700,700,CLM0000700,2023-12-02,CLOSED,Windstorm,8783.56,11862.14,588.91,20056.79,2023-12-01,2023-12-07
701,701,CLM0000701,2023-12-03,OPEN,Collision,8753.62,23635.37,356.08,32032.91,2023-11-27,2023-12-07
702,702,CLM0000702,2023-12-04,UNDER_REVIEW,Fire,1797.24,17177.1,2649.19,16325.15,2023-11-21,2023-12-04
703,703,CLM0000703,2023-12-05,APPROVED,Flood,13062.74,4194.07,4961.74,12295.07,2023-11-25,2023-12-08
704,704,CLM0000704,2023-12-06,REJECTED,Theft,14807.87,22374.71,4933.25,32249.33,2023-12-02,2023-12-08
705,705,CLM0000705,2023-12-07,CLOSED,Liability,12935.91,4918.74,404.06,17450.59,2023-11-27,2023-12-12
706,706,CLM0000706,2023-12-08,OPEN,Glass,14799.61,8178.64,290.07,22688.18,2023-11-24,2023-12-10
707,707,CLM0000707,2023-12-09,UNDER_REVIEW,Windstorm,3140.74,19451.79,2881.39,19711.14,2023-12-04,2023-12-12
708,708,CLM0000708,2023-12-10,APPROVED,Collision,11778.16,19603.94,647.03,30735.07,2023-11-27,2023-12-15
709,709,CLM0000709,2023-12-11,REJECTED,Fire,6441.15,11011.12,2387.0,15065.27,2023-12-11,2023-12-11
710,710,CLM0000710,2023-12-12,CLOSED,Flood,8006.74,18401.15,4750.34,21657.55,2023-12-02,2023-12-16
711,711,CLM0000711,2023-12-13,OPEN,Theft,2858.65,17080.33,3133.43,16805.55,2023-12-06,2023-12-14
